Parameter,Value
Start Frequency,10.0
End Frequency,100.0
Frequency Duration,1.0
Smooth Transition,True
Pause Duration,1.0
Amplitude,0.15
Frequency Step,10.0
Total Duration,10.0
Gradual Amplitude Increase,False
Amplitude Rise Time,0.5
Amplitude Start,0.1
Amplitude End,0.2
Sample Rate,96000

Sample Number,Timestamp,Sine value,Frequency (Hz)
55201,2025-04-09 15:26:27.318,-0.14824,15.18
55681,2025-04-09 15:26:27.323,-0.13252,15.22
56161,2025-04-09 15:26:27.328,-0.06384,15.27
56641,2025-04-09 15:26:27.333,0.03079,15.31
57121,2025-04-09 15:26:27.338,0.11328,15.36
57601,2025-04-09 15:26:27.343,0.1497,15.4
58081,2025-04-09 15:26:27.348,0.12447,15.45
58561,2025-04-09 15:26:27.353,0.04733,15.49
59041,2025-04-09 15:26:27.358,-0.04995,15.54
59521,2025-04-09 15:26:27.363,-0.12645,15.58
60001,2025-04-09 15:26:27.368,-0.14928,15.63
60481,2025-04-09 15:26:27.373,-0.10798,15.67
60961,2025-04-09 15:26:27.378,-0.01971,15.72
61441,2025-04-09 15:26:27.383,0.07749,15.76
61921,2025-04-09 15:26:27.388,0.14088,15.81
62401,2025-04-09 15:26:27.393,0.14191,15.85
62881,2025-04-09 15:26:27.398,0.07939,15.9
63361,2025-04-09 15:26:27.403,-0.01918,15.94
63841,2025-04-09 15:26:27.408,-0.10936,15.99
64321,2025-04-09 15:26:27.413,-0.14971,16.03
64801,2025-04-09 15:26:27.418,-0.121,16.08
65281,2025-04-09 15:26:27.423,-0.03584,16.12
65761,2025-04-09 15:26:27.428,0.06644,16.17
66241,2025-04-09 15:26:27.433,0.13763,16.21
66721,2025-04-09 15:26:27.438,0.14344,16.26
67201,2025-04-09 15:26:27.443,0.08037,16.3
67681,2025-04-09 15:26:27.448,-0.02182,16.35
68161,2025-04-09 15:26:27.453,-0.1137,16.39
68641,2025-04-09 15:26:27.458,-0.15,16.44
69121,2025-04-09 15:26:27.463,-0.11214,16.48
69601,2025-04-09 15:26:27.468,-0.01821,16.53
70081,2025-04-09 15:26:27.473,0.08517,16.57
70561,2025-04-09 15:26:27.478,0.14575,16.62
71041,2025-04-09 15:26:27.483,0.13216,16.66
71521,2025-04-09 15:26:27.488,0.05061,16.71
72001,2025-04-09 15:26:27.493,-0.05741,16.75
72481,2025-04-09 15:26:27.498,-0.13582,16.8
72961,2025-04-09 15:26:27.503,-0.14312,16.84
73441,2025-04-09 15:26:27.508,-0.0747,16.89
73921,2025-04-09 15:26:27.513,0.03374,16.93
74401,2025-04-09 15:26:27.518,0.1244,16.98
74881,2025-04-09 15:26:27.523,0.14806,17.02
75361,2025-04-09 15:26:27.528,0.09117,17.07
75841,2025-04-09 15:26:27.533,-0.0159,17.11
76321,2025-04-09 15:26:27.538,-0.11451,17.16
76801,2025-04-09 15:26:27.543,-0.1497,17.2
77281,2025-04-09 15:26:27.548,-0.10114,17.25
77761,2025-04-09 15:26:27.553,0.00462,17.29
78241,2025-04-09 15:26:27.558,0.10807,17.34
78721,2025-04-09 15:26:27.563,0.14999,17.38
79201,2025-04-09 15:26:27.568,0.10564,17.43
79681,2025-04-09 15:26:27.573,-0.0001,17.47
80161,2025-04-09 15:26:27.578,-0.10609,17.52
80641,2025-04-09 15:26:27.583,-0.15,17.56
81121,2025-04-09 15:26:27.588,-0.10524,17.61
81601,2025-04-09 15:26:27.593,0.00236,17.65
82081,2025-04-09 15:26:27.598,0.10885,17.7
82561,2025-04-09 15:26:27.603,0.14988,17.74
83041,2025-04-09 15:26:27.608,0.09988,17.79
83521,2025-04-09 15:26:27.613,-0.0114,17.83
84001,2025-04-09 15:26:27.618,-0.11596,17.88
84481,2025-04-09 15:26:27.623,-0.14886,17.92
84961,2025-04-09 15:26:27.628,-0.0889,17.97
85441,2025-04-09 15:26:27.633,0.0271,18.01
85921,2025-04-09 15:26:27.638,0.12626,18.06
86401,2025-04-09 15:26:27.643,0.14529,18.1
86881,2025-04-09 15:26:27.648,0.07124,18.15
87361,2025-04-09 15:26:27.653,-0.04895,18.19
87841,2025-04-09 15:26:27.658,-0.13768,18.24
88321,2025-04-09 15:26:27.663,-0.13667,18.28
88801,2025-04-09 15:26:27.668,-0.04578,18.33
89281,2025-04-09 15:26:27.673,0.07563,18.37
89761,2025-04-09 15:26:27.678,0.14698,18.42
90241,2025-04-09 15:26:27.683,0.12,18.46
90721,2025-04-09 15:26:27.688,0.01202,18.51
91201,2025-04-09 15:26:27.693,-0.10439,18.55
91681,2025-04-09 15:26:27.698,-0.1498,18.6
92161,2025-04-09 15:26:27.703,-0.09238,18.64
92641,2025-04-09 15:26:27.708,0.02906,18.69
93121,2025-04-09 15:26:27.713,0.13058,18.73
93601,2025-04-09 15:26:27.718,0.14093,18.78
94081,2025-04-09 15:26:27.723,0.05204,18.82
94561,2025-04-09 15:26:27.728,-0.07394,18.87
95041,2025-04-09 15:26:27.733,-0.1475,18.91
95521,2025-04-09 15:26:27.738,-0.11544,18.96
96001,2025-04-09 15:26:27.743,1e-05,19.0
96481,2025-04-09 15:26:27.748,0.11572,19.05
96961,2025-04-09 15:26:27.753,0.14718,19.09
97441,2025-04-09 15:26:27.758,0.07058,19.14
97921,2025-04-09 15:26:27.763,-0.05837,19.18
98401,2025-04-09 15:26:27.768,-0.14421,19.23
98881,2025-04-09 15:26:27.773,-0.12239,19.27
99361,2025-04-09 15:26:27.778,-0.00844,19.32
99841,2025-04-09 15:26:27.783,0.11215,19.36
100321,2025-04-09 15:26:27.788,0.14765,19.41
100801,2025-04-09 15:26:27.793,0.07018,19.45
101281,2025-04-09 15:26:27.798,-0.0615,19.5
101761,2025-04-09 15:26:27.803,-0.14584,19.54
102241,2025-04-09 15:26:27.808,-0.11675,19.59
102721,2025-04-09 15:26:27.813,0.00387,19.63
103201,2025-04-09 15:26:27.818,0.1217,19.68
103681,2025-04-09 15:26:27.823,0.14334,19.72
104161,2025-04-09 15:26:27.828,0.05078,19.77
104641,2025-04-09 15:26:27.833,-0.08268,19.81
105121,2025-04-09 15:26:27.838,-0.14977,19.86
105601,2025-04-09 15:26:27.843,-0.09561,19.9
106081,2025-04-09 15:26:27.848,0.03661,19.95
106561,2025-04-09 15:26:27.853,0.13909,19.99
107041,2025-04-09 15:26:27.858,0.12713,20.04
107521,2025-04-09 15:26:27.863,0.00978,20.08
108001,2025-04-09 15:26:27.868,-0.11596,20.13
108481,2025-04-09 15:26:27.873,-0.14478,20.17
108961,2025-04-09 15:26:27.878,-0.05166,20.22
109441,2025-04-09 15:26:27.883,0.08541,20.26
109921,2025-04-09 15:26:27.888,0.15,20.31
110401,2025-04-09 15:26:27.893,0.08624,20.35
110881,2025-04-09 15:26:27.898,-0.05191,20.4
111361,2025-04-09 15:26:27.903,-0.14538,20.44
111841,2025-04-09 15:26:27.908,-0.11249,20.49
112321,2025-04-09 15:26:27.913,0.01891,20.53
112801,2025-04-09 15:26:27.918,0.13392,20.58
113281,2025-04-09 15:26:27.923,0.13071,20.62
113761,2025-04-09 15:26:27.928,0.01126,20.67
114241,2025-04-09 15:26:27.933,-0.11847,20.71
114721,2025-04-09 15:26:27.938,-0.14199,20.76
115201,2025-04-09 15:26:27.943,-0.03729,20.8
115681,2025-04-09 15:26:27.948,0.10147,20.85
116161,2025-04-09 15:26:27.953,0.14786,20.89
116641,2025-04-09 15:26:27.958,0.05867,20.94
117121,2025-04-09 15:26:27.963,-0.08479,20.98
117601,2025-04-09 15:26:27.968,-0.14991,21.03
118081,2025-04-09 15:26:27.973,-0.07545,21.07
118561,2025-04-09 15:26:27.978,0.06981,21.12
119041,2025-04-09 15:26:27.983,0.1496,21.16
119521,2025-04-09 15:26:27.988,0.08799,21.21
120001,2025-04-09 15:26:27.993,-0.05742,21.25
120481,2025-04-09 15:26:27.998,-0.14819,21.3
120961,2025-04-09 15:26:28.003,-0.09676,21.34
121441,2025-04-09 15:26:28.008,0.04818,21.39
121921,2025-04-09 15:26:28.013,0.14661,21.43
122401,2025-04-09 15:26:28.018,0.10224,21.48
122881,2025-04-09 15:26:28.023,-0.04241,21.52
123361,2025-04-09 15:26:28.028,-0.14553,21.57
123841,2025-04-09 15:26:28.033,-0.10478,21.61
124321,2025-04-09 15:26:28.038,0.04025,21.66
124801,2025-04-09 15:26:28.043,0.14529,21.7
125281,2025-04-09 15:26:28.048,0.10456,21.75
125761,2025-04-09 15:26:28.053,-0.04177,21.79
126241,2025-04-09 15:26:28.058,-0.14597,21.84
126721,2025-04-09 15:26:28.063,-0.10157,21.88
127201,2025-04-09 15:26:28.068,0.04693,21.93
127681,2025-04-09 15:26:28.073,0.14736,21.97
128161,2025-04-09 15:26:28.078,0.09558,22.02
128641,2025-04-09 15:26:28.083,-0.05558,22.06
129121,2025-04-09 15:26:28.088,-0.14896,22.11
129601,2025-04-09 15:26:28.093,-0.08624,22.15
130081,2025-04-09 15:26:28.098,0.06746,22.2
130561,2025-04-09 15:26:28.103,0.14996,22.24
131041,2025-04-09 15:26:28.108,0.07305,22.29
131521,2025-04-09 15:26:28.113,-0.08205,22.33
132001,2025-04-09 15:26:28.118,-0.14928,22.38
132481,2025-04-09 15:26:28.123,-0.05555,22.42
132961,2025-04-09 15:26:28.128,0.09852,22.47
133441,2025-04-09 15:26:28.133,0.14554,22.51
133921,2025-04-09 15:26:28.138,0.03342,22.56
134401,2025-04-09 15:26:28.143,-0.11559,22.6
134881,2025-04-09 15:26:28.148,-0.13719,22.65
135361,2025-04-09 15:26:28.153,-0.00667,22.69
135841,2025-04-09 15:26:28.158,0.13147,22.74
136321,2025-04-09 15:26:28.163,0.12266,22.78
136801,2025-04-09 15:26:28.168,-0.02406,22.83
137281,2025-04-09 15:26:28.173,-0.14381,22.87
137761,2025-04-09 15:26:28.178,-0.10057,22.92
138241,2025-04-09 15:26:28.183,0.05733,22.96
138721,2025-04-09 15:26:28.188,0.14982,23.01
139201,2025-04-09 15:26:28.193,0.07017,23.05
139681,2025-04-09 15:26:28.198,-0.09062,23.1
140161,2025-04-09 15:26:28.203,-0.14651,23.14
140641,2025-04-09 15:26:28.208,-0.03176,23.19
141121,2025-04-09 15:26:28.213,0.1203,23.23
141601,2025-04-09 15:26:28.218,0.13115,23.28
142081,2025-04-09 15:26:28.223,-0.01282,23.32
142561,2025-04-09 15:26:28.228,-0.14177,23.37
143041,2025-04-09 15:26:28.233,-0.10205,23.41
143521,2025-04-09 15:26:28.238,0.05978,23.46
144001,2025-04-09 15:26:28.243,0.15,23.5
144481,2025-04-09 15:26:28.248,0.05936,23.55
144961,2025-04-09 15:26:28.253,-0.10331,23.59
145441,2025-04-09 15:26:28.258,-0.14047,23.64
145921,2025-04-09 15:26:28.263,-0.00601,23.68
146401,2025-04-09 15:26:28.268,0.13598,23.73
146881,2025-04-09 15:26:28.273,0.11055,23.77
147361,2025-04-09 15:26:28.278,-0.05174,23.82
147841,2025-04-09 15:26:28.283,-0.14991,23.86
148321,2025-04-09 15:26:28.288,-0.06108,23.91
148801,2025-04-09 15:26:28.293,0.1044,23.95
149281,2025-04-09 15:26:28.298,0.13867,24.0
149761,2025-04-09 15:26:28.303,-0.00228,24.04
150241,2025-04-09 15:26:28.308,-0.1405,24.09
150721,2025-04-09 15:26:28.313,-0.09982,24.13
151201,2025-04-09 15:26:28.318,0.06864,24.18
151681,2025-04-09 15:26:28.323,0.14908,24.22
152161,2025-04-09 15:26:28.328,0.03726,24.27
152641,2025-04-09 15:26:28.333,-0.12295,24.31
153121,2025-04-09 15:26:28.338,-0.1234,24.36
153601,2025-04-09 15:26:28.343,0.03733,24.4
154081,2025-04-09 15:26:28.348,0.14927,24.45
154561,2025-04-09 15:26:28.353,0.06478,24.49
155041,2025-04-09 15:26:28.358,-0.10543,24.54
155521,2025-04-09 15:26:28.363,-0.13587,24.58
156001,2025-04-09 15:26:28.368,0.01473,24.63
156481,2025-04-09 15:26:28.373,0.14577,24.67
156961,2025-04-09 15:26:28.378,0.08113,24.72
157441,2025-04-09 15:26:28.383,-0.09299,24.76
157921,2025-04-09 15:26:28.388,-0.14137,24.81
158401,2025-04-09 15:26:28.393,0.00238,24.85
158881,2025-04-09 15:26:28.398,0.14302,24.9
159361,2025-04-09 15:26:28.403,0.08784,24.94
159841,2025-04-09 15:26:28.408,-0.08821,24.99
160321,2025-04-09 15:26:28.413,-0.14262,25.03
160801,2025-04-09 15:26:28.418,0.00061,25.08
161281,2025-04-09 15:26:28.423,0.14312,25.12
161761,2025-04-09 15:26:28.428,0.08582,25.17
162241,2025-04-09 15:26:28.433,-0.09188,25.21
162721,2025-04-09 15:26:28.438,-0.1404,25.26
163201,2025-04-09 15:26:28.443,0.00944,25.3
163681,2025-04-09 15:26:28.448,0.14602,25.35
164161,2025-04-09 15:26:28.453,0.07479,25.39
164641,2025-04-09 15:26:28.458,-0.1034,25.44
165121,2025-04-09 15:26:28.463,-0.13338,25.48
165601,2025-04-09 15:26:28.468,0.02871,25.53
166081,2025-04-09 15:26:28.473,0.14943,25.57
166561,2025-04-09 15:26:28.478,0.05341,25.62
167041,2025-04-09 15:26:28.483,-0.12048,25.66
167521,2025-04-09 15:26:28.488,-0.11838,25.71
168001,2025-04-09 15:26:28.493,0.05743,25.75
168481,2025-04-09 15:26:28.498,0.14879,25.8
168961,2025-04-09 15:26:28.503,0.02027,25.84
169441,2025-04-09 15:26:28.508,-0.13842,25.89
169921,2025-04-09 15:26:28.513,-0.09109,25.93
170401,2025-04-09 15:26:28.518,0.09242,25.98
170881,2025-04-09 15:26:28.523,0.13743,26.02
171361,2025-04-09 15:26:28.528,-0.02445,26.07
171841,2025-04-09 15:26:28.533,-0.14949,26.11
172321,2025-04-09 15:26:28.538,-0.04791,26.16
172801,2025-04-09 15:26:28.543,0.12666,26.2
173281,2025-04-09 15:26:28.548,0.10788,26.25
173761,2025-04-09 15:26:28.553,-0.0763,26.29
174241,2025-04-09 15:26:28.558,-0.14321,26.34
174721,2025-04-09 15:26:28.563,0.01095,26.38
175201,2025-04-09 15:26:28.568,0.14825,26.43
175681,2025-04-09 15:26:28.573,0.0551,26.47
176161,2025-04-09 15:26:28.578,-0.12409,26.52
176641,2025-04-09 15:26:28.583,-0.10907,26.56
177121,2025-04-09 15:26:28.588,0.07737,26.61
177601,2025-04-09 15:26:28.593,0.1419,26.65
178081,2025-04-09 15:26:28.598,-0.01811,26.7
178561,2025-04-09 15:26:28.603,-0.14946,26.74
179041,2025-04-09 15:26:28.608,-0.0427,26.79
179521,2025-04-09 15:26:28.613,0.1324,26.83
180001,2025-04-09 15:26:28.618,0.09513,26.88
180481,2025-04-09 15:26:28.623,-0.09535,26.92
180961,2025-04-09 15:26:28.628,-0.13187,26.97
181441,2025-04-09 15:26:28.633,0.0454,27.01
181921,2025-04-09 15:26:28.638,0.1489,27.06
182401,2025-04-09 15:26:28.643,0.00939,27.1
182881,2025-04-09 15:26:28.648,-0.14558,27.15
183361,2025-04-09 15:26:28.653,-0.06135,27.19
183841,2025-04-09 15:26:28.658,0.12409,27.24
184321,2025-04-09 15:26:28.663,0.1043,27.28
184801,2025-04-09 15:26:28.668,-0.08867,27.33
185281,2025-04-09 15:26:28.673,-0.13402,27.37
185761,2025-04-09 15:26:28.678,0.04461,27.42
186241,2025-04-09 15:26:28.683,0.14851,27.46
186721,2025-04-09 15:26:28.688,0.00258,27.51
187201,2025-04-09 15:26:28.693,-0.14777,27.55
187681,2025-04-09 15:26:28.698,-0.04791,27.6
188161,2025-04-09 15:26:28.703,0.13341,27.64
188641,2025-04-09 15:26:28.708,0.08736,27.69
189121,2025-04-09 15:26:28.713,-0.10814,27.73
189601,2025-04-09 15:26:28.718,-0.11814,27.78
190081,2025-04-09 15:26:28.723,0.07525,27.82
190561,2025-04-09 15:26:28.728,0.13874,27.87
191041,2025-04-09 15:26:28.733,-0.03816,27.91
191521,2025-04-09 15:26:28.738,-0.14879,27.96
192001,2025-04-09 15:26:28.743,4e-05,28.0
192481,2025-04-09 15:26:28.748,0.14885,28.05
192961,2025-04-09 15:26:28.753,0.03645,28.09
193441,2025-04-09 15:26:28.758,-0.14017,28.14
193921,2025-04-09 15:26:28.763,-0.06924,28.18
194401,2025-04-09 15:26:28.768,0.12441,28.23
194881,2025-04-09 15:26:28.773,0.09696,28.27
195361,2025-04-09 15:26:28.778,-0.10341,28.32
195841,2025-04-09 15:26:28.783,-0.11885,28.36
196321,2025-04-09 15:26:28.788,0.07899,28.41
196801,2025-04-09 15:26:28.793,0.13469,28.45
197281,2025-04-09 15:26:28.798,-0.05281,28.5
197761,2025-04-09 15:26:28.803,-0.1447,28.54
198241,2025-04-09 15:26:28.808,0.02631,28.59
198721,2025-04-09 15:26:28.813,0.14941,28.63
199201,2025-04-09 15:26:28.818,-0.00063,28.68
199681,2025-04-09 15:26:28.823,-0.14955,28.72
200161,2025-04-09 15:26:28.828,-0.0234,28.77
200641,2025-04-09 15:26:28.833,0.14595,28.81
201121,2025-04-09 15:26:28.838,0.04522,28.86
201601,2025-04-09 15:26:28.843,-0.13948,28.9
202081,2025-04-09 15:26:28.848,-0.06449,28.95
202561,2025-04-09 15:26:28.853,0.13096,28.99
203041,2025-04-09 15:26:28.858,0.08112,29.04
203521,2025-04-09 15:26:28.863,-0.12115,29.08
204001,2025-04-09 15:26:28.868,-0.09513,29.13
204481,2025-04-09 15:26:28.873,0.11072,29.17
204961,2025-04-09 15:26:28.878,0.10669,29.22
205441,2025-04-09 15:26:28.883,-0.10021,29.26
205921,2025-04-09 15:26:28.888,-0.11602,29.31
206401,2025-04-09 15:26:28.893,0.0901,29.35
206881,2025-04-09 15:26:28.898,0.12339,29.4
207361,2025-04-09 15:26:28.903,-0.08073,29.44
207841,2025-04-09 15:26:28.908,-0.12908,29.49
208321,2025-04-09 15:26:28.913,0.07238,29.53
208801,2025-04-09 15:26:28.918,0.13336,29.58
209281,2025-04-09 15:26:28.923,-0.06527,29.62
209761,2025-04-09 15:26:28.928,-0.13649,29.67
210241,2025-04-09 15:26:28.933,0.05952,29.71
210721,2025-04-09 15:26:28.938,0.13866,29.76
211201,2025-04-09 15:26:28.943,-0.05526,29.8
211681,2025-04-09 15:26:28.948,-0.14006,29.85
212161,2025-04-09 15:26:28.953,0.05253,29.89
212641,2025-04-09 15:26:28.958,0.14079,29.94
213121,2025-04-09 15:26:28.963,-0.05138,29.98
213601,2025-04-09 15:26:28.968,-0.14092,30.03
214081,2025-04-09 15:26:28.973,0.05183,30.07
214561,2025-04-09 15:26:28.978,0.14046,30.12
215041,2025-04-09 15:26:28.983,-0.05386,30.16
215521,2025-04-09 15:26:28.988,-0.13937,30.21
216001,2025-04-09 15:26:28.993,0.05744,30.25
216481,2025-04-09 15:26:28.998,0.13756,30.3
216961,2025-04-09 15:26:29.003,-0.06254,30.34
217441,2025-04-09 15:26:29.008,-0.13488,30.39
217921,2025-04-09 15:26:29.013,0.06906,30.43
218401,2025-04-09 15:26:29.018,0.13114,30.48
218881,2025-04-09 15:26:29.023,-0.07688,30.52
219361,2025-04-09 15:26:29.028,-0.1261,30.57
219841,2025-04-09 15:26:29.033,0.08583,30.61
220321,2025-04-09 15:26:29.038,0.11951,30.66
220801,2025-04-09 15:26:29.043,-0.09565,30.7
221281,2025-04-09 15:26:29.048,-0.11109,30.75
221761,2025-04-09 15:26:29.053,0.10603,30.79
222241,2025-04-09 15:26:29.058,0.10055,30.84
222721,2025-04-09 15:26:29.063,-0.11656,30.88
223201,2025-04-09 15:26:29.068,-0.08765,30.93
223681,2025-04-09 15:26:29.073,0.12673,30.97
224161,2025-04-09 15:26:29.078,0.0722,31.02
224641,2025-04-09 15:26:29.083,-0.1359,31.06
225121,2025-04-09 15:26:29.088,-0.0541,31.11
225601,2025-04-09 15:26:29.093,0.14338,31.15
226081,2025-04-09 15:26:29.098,0.03339,31.2
226561,2025-04-09 15:26:29.103,-0.14836,31.24
227041,2025-04-09 15:26:29.108,-0.01029,31.29
227521,2025-04-09 15:26:29.113,0.14999,31.33
228001,2025-04-09 15:26:29.118,-0.01475,31.38
228481,2025-04-09 15:26:29.123,-0.1474,31.42
228961,2025-04-09 15:26:29.128,0.04101,31.47
229441,2025-04-09 15:26:29.133,0.13983,31.51
229921,2025-04-09 15:26:29.138,-0.06749,31.56
230401,2025-04-09 15:26:29.143,-0.12662,31.6
230881,2025-04-09 15:26:29.148,0.09289,31.65
231361,2025-04-09 15:26:29.153,0.10742,31.69
231841,2025-04-09 15:26:29.158,-0.11562,31.74
232321,2025-04-09 15:26:29.163,-0.08223,31.78
232801,2025-04-09 15:26:29.168,0.13394,31.83
233281,2025-04-09 15:26:29.173,0.05156,31.87
233761,2025-04-09 15:26:29.178,-0.14598,31.92
234241,2025-04-09 15:26:29.183,-0.0165,31.96
234721,2025-04-09 15:26:29.188,0.14998,32.01
235201,2025-04-09 15:26:29.193,-0.02119,32.05
235681,2025-04-09 15:26:29.198,-0.14449,32.1
236161,2025-04-09 15:26:29.203,0.0591,32.14
236641,2025-04-09 15:26:29.208,0.12859,32.19
237121,2025-04-09 15:26:29.213,-0.09427,32.23
237601,2025-04-09 15:26:29.218,-0.10221,32.28
