Sample Number,Timestamp,Temperature (°C),Pressure (hPa),Humidity (%)
233,2025-04-09 16:44:50.868,25.074,1002.93,35.38
229,2025-04-09 16:44:50.874,25.076,1002.87,35.38
230,2025-04-09 16:44:51.073,25.055,808.64,35.4
234,2025-04-09 16:44:51.074,-9.217,1002.89,35.4
231,2025-04-09 16:44:51.268,25.115,527.22,35.4
235,2025-04-09 16:44:51.269,-127.28,947.98,35.4
236,2025-04-09 16:44:51.469,25.062,809.43,35.4
232,2025-04-09 16:44:51.471,-7.374,1002.91,35.4
237,2025-04-09 16:44:51.706,25.098,1002.89,35.17
233,2025-04-09 16:44:51.708,25.129,1552.53,35.17
238,2025-04-09 16:44:51.871,-127.28,526.16,35.38
234,2025-04-09 16:44:51.873,-116.234,948.04,35.38
235,2025-04-09 16:44:52.070,25.105,793.18,35.38
239,2025-04-09 16:44:52.073,3.683,1002.92,35.38
240,2025-04-09 16:44:52.270,-127.28,525.94,35.38
236,2025-04-09 16:44:52.272,-116.234,947.91,35.38
237,2025-04-09 16:44:52.472,-127.28,525.89,35.4
241,2025-04-09 16:44:52.473,-117.461,947.88,35.4
238,2025-04-09 16:44:52.672,-127.28,525.85,35.36
242,2025-04-09 16:44:52.674,-116.234,947.92,35.36
243,2025-04-09 16:44:52.873,25.129,778.52,35.4
239,2025-04-09 16:44:52.874,9.827,1002.89,35.4
240,2025-04-09 16:44:53.016,25.175,1002.87,35.35
244,2025-04-09 16:44:53.111,25.134,1002.88,35.32
245,2025-04-09 16:44:53.270,25.083,802.29,35.38
241,2025-04-09 16:44:53.273,-1.846,1002.92,35.38
246,2025-04-09 16:44:53.472,25.12,788.82,35.38
242,2025-04-09 16:44:53.475,7.369,1002.92,35.38
247,2025-04-09 16:44:53.652,25.165,1002.89,35.39
243,2025-04-09 16:44:53.657,25.165,1002.87,35.39
244,2025-04-09 16:44:53.947,-6.817,1002.88,35.14
248,2025-04-09 16:44:53.949,25.019,516.59,35.14
245,2025-04-09 16:44:54.047,25.083,1002.91,35.31
249,2025-04-09 16:44:54.106,25.083,1002.9,35.17
246,2025-04-09 16:44:54.231,25.139,1003.1,35.34
250,2025-04-09 16:44:54.309,25.091,1002.87,35.27
251,2025-04-09 16:44:54.476,-127.28,526.14,35.37
247,2025-04-09 16:44:54.479,-116.234,948.05,35.37
252,2025-04-09 16:44:54.677,6.755,661.36,35.34
248,2025-04-09 16:44:54.680,-28.259,906.94,35.34
249,2025-04-09 16:44:54.875,25.127,778.12,35.36
253,2025-04-09 16:44:54.876,9.213,1002.89,35.36
250,2025-04-09 16:44:55.071,-31.445,1002.89,35.34
254,2025-04-09 16:44:55.072,25.179,668.59,35.34
255,2025-04-09 16:44:55.275,25.093,797.93,35.32
251,2025-04-09 16:44:55.279,0.611,1002.91,35.32
252,2025-04-09 16:44:55.478,-127.28,525.86,35.35
256,2025-04-09 16:44:55.479,-116.234,947.92,35.35
253,2025-04-09 16:44:55.672,25.12,1002.9,35.33
257,2025-04-09 16:44:55.747,25.16,1002.9,35.23
258,2025-04-09 16:44:55.877,-127.28,525.81,35.32
254,2025-04-09 16:44:55.880,-116.234,947.87,35.32
255,2025-04-09 16:44:56.078,12.899,668.59,35.33
259,2025-04-09 16:44:56.079,-28.259,906.87,35.33
260,2025-04-09 16:44:56.277,14.742,670.77,35.36
256,2025-04-09 16:44:56.280,-28.259,906.87,35.36
261,2025-04-09 16:44:56.482,-116.234,947.86,35.33
257,2025-04-09 16:44:56.483,-127.28,525.82,35.33
258,2025-04-09 16:44:56.714,25.194,1002.86,35.14
262,2025-04-09 16:44:56.715,25.148,1002.84,35.14
259,2025-04-09 16:44:56.879,-6.817,1002.87,35.36
263,2025-04-09 16:44:56.950,25.103,1002.85,35.24
260,2025-04-09 16:44:57.110,25.155,1002.86,35.35
264,2025-04-09 16:44:57.118,25.12,1002.87,35.35
265,2025-04-09 16:44:57.274,25.148,1002.88,35.34
261,2025-04-09 16:44:57.351,25.158,1002.91,35.27
262,2025-04-09 16:44:57.477,14.742,670.77,35.34
266,2025-04-09 16:44:57.478,-28.259,906.9,35.34
267,2025-04-09 16:44:57.618,25.196,1002.89,35.34
263,2025-04-09 16:44:57.712,25.153,1002.89,35.31
268,2025-04-09 16:44:57.875,25.107,1002.9,35.35
264,2025-04-09 16:44:57.883,25.184,1002.87,35.35
269,2025-04-09 16:44:58.079,25.091,794.36,35.35
265,2025-04-09 16:44:58.081,-0.003,1002.89,35.35
266,2025-04-09 16:44:58.317,25.131,1002.88,35.12
270,2025-04-09 16:44:58.319,25.151,852.2,35.12
271,2025-04-09 16:44:58.419,25.158,1002.88,35.33
267,2025-04-09 16:44:58.516,25.11,1002.86,35.32
268,2025-04-09 16:44:58.623,25.124,1002.86,35.32
272,2025-04-09 16:44:58.673,25.124,1002.89,35.11
273,2025-04-09 16:44:58.878,-127.28,526.25,35.34
269,2025-04-09 16:44:58.880,-116.234,948.07,35.34
270,2025-04-09 16:44:59.114,25.088,668.59,35.33
274,2025-04-09 16:44:59.116,25.141,906.86,35.33
275,2025-04-09 16:44:59.279,25.136,775.35,35.36
271,2025-04-09 16:44:59.280,11.67,1002.89,35.36
272,2025-04-09 16:44:59.476,25.146,1002.87,35.34
276,2025-04-09 16:44:59.553,25.175,1002.9,35.25
277,2025-04-09 16:44:59.680,17.2,673.68,35.33
273,2025-04-09 16:44:59.681,-28.259,906.86,35.33
278,2025-04-09 16:44:59.846,25.201,1002.94,35.31
274,2025-04-09 16:44:59.910,25.146,1002.9,35.21
275,2025-04-09 16:45:00.023,25.189,683.19,35.33
279,2025-04-09 16:45:00.026,-28.259,906.85,35.33
276,2025-04-09 16:45:00.281,-127.28,526.18,35.34
280,2025-04-09 16:45:00.282,-116.234,948.06,35.34
281,2025-04-09 16:45:00.516,-6.817,1002.89,35.12
277,2025-04-09 16:45:00.517,25.129,516.39,35.12
278,2025-04-09 16:45:00.714,25.074,791.59,35.34
282,2025-04-09 16:45:00.716,10.441,1002.95,35.34
279,2025-04-09 16:45:00.879,25.144,781.29,35.34
283,2025-04-09 16:45:00.880,13.513,1002.93,35.34
280,2025-04-09 16:45:01.115,25.148,1002.87,35.13
284,2025-04-09 16:45:01.117,25.191,847.89,35.13
281,2025-04-09 16:45:01.278,25.103,785.65,35.35
285,2025-04-09 16:45:01.280,3.069,1002.88,35.35
282,2025-04-09 16:45:01.423,20.887,678.06,35.33
286,2025-04-09 16:45:01.424,-28.259,906.85,35.33
287,2025-04-09 16:45:01.674,-6.817,1002.92,35.36
283,2025-04-09 16:45:01.675,25.148,516.64,35.36
284,2025-04-09 16:45:01.919,25.1,889.01,35.1
288,2025-04-09 16:45:01.919,25.081,1002.9,35.1
285,2025-04-09 16:45:02.021,4.297,658.48,35.3
289,2025-04-09 16:45:02.022,-28.259,906.93,35.3
290,2025-04-09 16:45:02.277,25.036,1002.85,35.31
286,2025-04-09 16:45:02.354,25.074,1002.87,35.23
287,2025-04-09 16:45:02.478,25.117,1002.9,35.32
291,2025-04-09 16:45:02.484,25.12,1002.88,35.32
292,2025-04-09 16:45:02.677,25.144,516.49,35.32
288,2025-04-09 16:45:02.679,25.144,948.0,35.32
289,2025-04-09 16:45:02.881,-9.831,642.1,35.34
293,2025-04-09 16:45:02.882,-28.259,907.01,35.34
290,2025-04-09 16:45:03.081,25.124,784.85,35.33
294,2025-04-09 16:45:03.082,8.598,1002.91,35.33
291,2025-04-09 16:45:03.281,25.144,767.03,35.3
295,2025-04-09 16:45:03.282,13.513,1002.87,35.3
292,2025-04-09 16:45:03.519,25.187,516.25,35.1
296,2025-04-09 16:45:03.520,-6.817,1002.91,35.1
293,2025-04-09 16:45:03.681,25.11,791.99,35.32
297,2025-04-09 16:45:03.683,4.912,1002.92,35.32
294,2025-04-09 16:45:03.918,25.131,678.79,35.33
298,2025-04-09 16:45:03.920,25.175,906.86,35.33
299,2025-04-09 16:45:04.084,25.16,763.47,35.31
295,2025-04-09 16:45:04.085,17.815,1002.88,35.31
296,2025-04-09 16:45:04.281,25.165,1495.88,35.33
300,2025-04-09 16:45:04.355,25.165,1002.89,35.2
297,2025-04-09 16:45:04.486,25.151,1002.88,35.3
298,2025-04-09 16:45:04.679,25.052,1002.92,35.3
299,2025-04-09 16:45:04.880,25.023,1002.92,35.33
300,2025-04-09 16:45:05.080,24.999,1002.93,35.3
