Sample Number,Timestamp,Temperature (°C),Pressure (hPa),Humidity (%)
26,2025-04-09 15:27:50.450,24.373,1003.61,35.55
22,2025-04-09 15:27:50.558,24.356,1003.61,35.59
27,2025-04-09 15:27:50.762,24.356,1003.62,35.39
23,2025-04-09 15:27:50.763,135.881,1382.57,35.39
24,2025-04-09 15:27:50.963,135.265,1384.35,35.39
28,2025-04-09 15:27:50.964,24.363,1003.62,35.39
25,2025-04-09 15:27:51.120,24.397,1193.0,35.62
29,2025-04-09 15:27:51.124,24.397,1003.63,35.62
26,2025-04-09 15:27:51.255,24.368,1003.63,35.59
30,2025-04-09 15:27:51.359,24.322,1003.63,35.56
31,2025-04-09 15:27:51.457,24.366,1493.83,35.58
27,2025-04-09 15:27:51.460,24.366,1003.63,35.58
32,2025-04-09 15:27:51.721,24.351,1168.66,35.57
28,2025-04-09 15:27:51.725,24.351,1003.62,35.57
29,2025-04-09 15:27:51.961,114.96,1402.4,35.59
33,2025-04-09 15:27:51.964,24.315,1003.66,35.59
34,2025-04-09 15:27:52.121,24.349,1398.85,35.58
30,2025-04-09 15:27:52.124,24.349,1003.63,35.58
35,2025-04-09 15:27:52.316,24.339,1003.64,35.6
31,2025-04-09 15:27:52.322,24.339,1003.64,35.6
32,2025-04-09 15:27:52.598,24.306,1377.79,35.59
36,2025-04-09 15:27:52.599,113.73,1003.63,35.59
33,2025-04-09 15:27:52.725,-127.28,529.1,35.58
37,2025-04-09 15:27:52.729,-117.461,949.84,35.58
38,2025-04-09 15:27:52.964,142.65,1362.03,35.6
34,2025-04-09 15:27:52.965,24.44,1003.66,35.6
35,2025-04-09 15:27:53.055,24.438,1003.66,35.54
39,2025-04-09 15:27:53.162,24.383,1003.65,35.59
36,2025-04-09 15:27:53.322,-6.817,1003.63,35.58
40,2025-04-09 15:27:53.323,24.419,519.61,35.58
37,2025-04-09 15:27:53.477,138.958,1003.63,35.6
41,2025-04-09 15:27:53.563,24.371,1003.63,35.51
38,2025-04-09 15:27:53.660,24.404,1493.92,35.56
42,2025-04-09 15:27:53.663,24.404,1003.63,35.56
43,2025-04-09 15:27:53.857,24.385,1003.65,35.59
39,2025-04-09 15:27:53.921,24.385,1003.62,35.43
44,2025-04-09 15:27:54.123,24.335,1398.8,35.59
40,2025-04-09 15:27:54.131,24.32,1003.62,35.59
41,2025-04-09 15:27:54.325,24.351,1003.61,35.64
45,2025-04-09 15:27:54.329,24.363,1003.6,35.64
42,2025-04-09 15:27:54.535,24.337,1003.63,35.62
46,2025-04-09 15:27:54.601,24.395,1003.62,35.42
47,2025-04-09 15:27:54.727,24.419,529.0,35.57
43,2025-04-09 15:27:54.729,-127.28,949.78,35.57
48,2025-04-09 15:27:54.963,24.421,1003.63,35.57
44,2025-04-09 15:27:54.965,135.881,1365.52,35.57
49,2025-04-09 15:27:55.125,24.428,1493.99,35.6
45,2025-04-09 15:27:55.128,24.433,1003.62,35.6
50,2025-04-09 15:27:55.257,24.45,1003.6,35.59
46,2025-04-09 15:27:55.363,24.404,1003.62,35.57
47,2025-04-09 15:27:55.525,24.366,1003.61,35.62
48,2025-04-09 15:27:55.728,24.311,1003.62,35.63
49,2025-04-09 15:27:55.926,24.294,1003.62,35.64
50,2025-04-09 15:27:56.123,24.291,1003.66,35.61
