Parameter,Value
Start Frequency,10.0
End Frequency,100.0
Frequency Duration,1.0
Smooth Transition,True
Pause Duration,1.0
Amplitude,0.25
Frequency Step,10.0
Total Duration,10.0
Gradual Amplitude Increase,False
Amplitude Rise Time,0.5
Amplitude Start,0.1
Amplitude End,0.2
Sample Rate,96000

Sample Number,Timestamp,Sine value,Frequency (Hz)
60001,2025-04-09 15:27:46.272,-0.2488,15.63
60481,2025-04-09 15:27:46.277,-0.17996,15.67
60961,2025-04-09 15:27:46.282,-0.03285,15.72
61441,2025-04-09 15:27:46.287,0.12915,15.76
61921,2025-04-09 15:27:46.292,0.23481,15.81
62401,2025-04-09 15:27:46.297,0.23652,15.85
62881,2025-04-09 15:27:46.302,0.13232,15.9
63361,2025-04-09 15:27:46.307,-0.03196,15.94
63841,2025-04-09 15:27:46.312,-0.18227,15.99
64321,2025-04-09 15:27:46.317,-0.24952,16.03
64801,2025-04-09 15:27:46.322,-0.20167,16.08
65281,2025-04-09 15:27:46.327,-0.05973,16.12
65761,2025-04-09 15:27:46.332,0.11073,16.17
66241,2025-04-09 15:27:46.337,0.22938,16.21
66721,2025-04-09 15:27:46.342,0.23907,16.26
67201,2025-04-09 15:27:46.347,0.13395,16.3
67681,2025-04-09 15:27:46.352,-0.03636,16.35
68161,2025-04-09 15:27:46.357,-0.18949,16.39
68641,2025-04-09 15:27:46.362,-0.24999,16.44
69121,2025-04-09 15:27:46.367,-0.1869,16.48
69601,2025-04-09 15:27:46.372,-0.03035,16.53
70081,2025-04-09 15:27:46.377,0.14195,16.57
70561,2025-04-09 15:27:46.382,0.24292,16.62
71041,2025-04-09 15:27:46.387,0.22027,16.66
71521,2025-04-09 15:27:46.392,0.08434,16.71
72001,2025-04-09 15:27:46.397,-0.09568,16.75
72481,2025-04-09 15:27:46.402,-0.22636,16.8
72961,2025-04-09 15:27:46.407,-0.23853,16.84
73441,2025-04-09 15:27:46.412,-0.1245,16.89
73921,2025-04-09 15:27:46.417,0.05623,16.93
74401,2025-04-09 15:27:46.422,0.20733,16.98
74881,2025-04-09 15:27:46.427,0.24677,17.02
75361,2025-04-09 15:27:46.432,0.15194,17.07
75841,2025-04-09 15:27:46.437,-0.02651,17.11
76321,2025-04-09 15:27:46.442,-0.19085,17.16
76801,2025-04-09 15:27:46.447,-0.24951,17.2
77281,2025-04-09 15:27:46.452,-0.16857,17.25
77761,2025-04-09 15:27:46.457,0.00771,17.29
78241,2025-04-09 15:27:46.462,0.18011,17.34
78721,2025-04-09 15:27:46.467,0.24999,17.38
79201,2025-04-09 15:27:46.472,0.17607,17.43
79681,2025-04-09 15:27:46.477,-0.00017,17.47
80161,2025-04-09 15:27:46.482,-0.17681,17.52
80641,2025-04-09 15:27:46.487,-0.25,17.56
81121,2025-04-09 15:27:46.492,-0.1754,17.61
81601,2025-04-09 15:27:46.497,0.00394,17.65
82081,2025-04-09 15:27:46.502,0.18141,17.7
82561,2025-04-09 15:27:46.507,0.2498,17.74
83041,2025-04-09 15:27:46.512,0.16647,17.79
83521,2025-04-09 15:27:46.517,-0.019,17.83
84001,2025-04-09 15:27:46.522,-0.19326,17.88
84481,2025-04-09 15:27:46.527,-0.24811,17.92
84961,2025-04-09 15:27:46.532,-0.14817,17.97
85441,2025-04-09 15:27:46.537,0.04516,18.01
85921,2025-04-09 15:27:46.542,0.21043,18.06
86401,2025-04-09 15:27:46.547,0.24214,18.1
86881,2025-04-09 15:27:46.552,0.11874,18.15
87361,2025-04-09 15:27:46.557,-0.08159,18.19
87841,2025-04-09 15:27:46.562,-0.22946,18.24
88321,2025-04-09 15:27:46.567,-0.22778,18.28
88801,2025-04-09 15:27:46.572,-0.07631,18.33
89281,2025-04-09 15:27:46.577,0.12605,18.37
89761,2025-04-09 15:27:46.582,0.24497,18.42
90241,2025-04-09 15:27:46.587,0.20001,18.46
90721,2025-04-09 15:27:46.592,0.02003,18.51
91201,2025-04-09 15:27:46.597,-0.17399,18.55
91681,2025-04-09 15:27:46.602,-0.24967,18.6
92161,2025-04-09 15:27:46.607,-0.15396,18.64
92641,2025-04-09 15:27:46.612,0.04844,18.69
93121,2025-04-09 15:27:46.617,0.21763,18.73
93601,2025-04-09 15:27:46.622,0.23488,18.78
94081,2025-04-09 15:27:46.627,0.08674,18.82
94561,2025-04-09 15:27:46.632,-0.12323,18.87
95041,2025-04-09 15:27:46.637,-0.24584,18.91
95521,2025-04-09 15:27:46.642,-0.19239,18.96
96001,2025-04-09 15:27:46.647,1e-05,19.0
96481,2025-04-09 15:27:46.652,0.19286,19.05
96961,2025-04-09 15:27:46.657,0.2453,19.09
97441,2025-04-09 15:27:46.662,0.11763,19.14
97921,2025-04-09 15:27:46.667,-0.09728,19.18
98401,2025-04-09 15:27:46.672,-0.24035,19.23
98881,2025-04-09 15:27:46.677,-0.20399,19.27
99361,2025-04-09 15:27:46.682,-0.01407,19.32
99841,2025-04-09 15:27:46.687,0.18691,19.36
100321,2025-04-09 15:27:46.692,0.24608,19.41
100801,2025-04-09 15:27:46.697,0.11697,19.45
101281,2025-04-09 15:27:46.702,-0.1025,19.5
101761,2025-04-09 15:27:46.707,-0.24306,19.54
102241,2025-04-09 15:27:46.712,-0.19458,19.59
102721,2025-04-09 15:27:46.717,0.00646,19.63
103201,2025-04-09 15:27:46.722,0.20284,19.68
103681,2025-04-09 15:27:46.727,0.2389,19.72
104161,2025-04-09 15:27:46.732,0.08463,19.77
104641,2025-04-09 15:27:46.737,-0.1378,19.81
105121,2025-04-09 15:27:46.742,-0.24962,19.86
105601,2025-04-09 15:27:46.747,-0.15934,19.9
106081,2025-04-09 15:27:46.752,0.06101,19.95
106561,2025-04-09 15:27:46.757,0.23181,19.99
107041,2025-04-09 15:27:46.762,0.21189,20.04
107521,2025-04-09 15:27:46.767,0.01631,20.08
108001,2025-04-09 15:27:46.772,-0.19326,20.13
108481,2025-04-09 15:27:46.777,-0.2413,20.17
108961,2025-04-09 15:27:46.782,-0.08611,20.22
109441,2025-04-09 15:27:46.787,0.14235,20.26
109921,2025-04-09 15:27:46.792,0.25,20.31
110401,2025-04-09 15:27:46.797,0.14374,20.35
110881,2025-04-09 15:27:46.802,-0.08651,20.4
111361,2025-04-09 15:27:46.807,-0.24231,20.44
111841,2025-04-09 15:27:46.812,-0.18749,20.49
112321,2025-04-09 15:27:46.817,0.03151,20.53
112801,2025-04-09 15:27:46.822,0.2232,20.58
113281,2025-04-09 15:27:46.827,0.21784,20.62
113761,2025-04-09 15:27:46.832,0.01877,20.67
114241,2025-04-09 15:27:46.837,-0.19746,20.71
114721,2025-04-09 15:27:46.842,-0.23665,20.76
115201,2025-04-09 15:27:46.847,-0.06215,20.8
115681,2025-04-09 15:27:46.852,0.16911,20.85
116161,2025-04-09 15:27:46.857,0.24643,20.89
116641,2025-04-09 15:27:46.862,0.09779,20.94
117121,2025-04-09 15:27:46.867,-0.14132,20.98
117601,2025-04-09 15:27:46.872,-0.24984,21.03
118081,2025-04-09 15:27:46.877,-0.12575,21.07
118561,2025-04-09 15:27:46.882,0.11634,21.12
119041,2025-04-09 15:27:46.887,0.24934,21.16
119521,2025-04-09 15:27:46.892,0.14664,21.21
120001,2025-04-09 15:27:46.897,-0.09569,21.25
120481,2025-04-09 15:27:46.902,-0.24698,21.3
120961,2025-04-09 15:27:46.907,-0.16127,21.34
121441,2025-04-09 15:27:46.912,0.0803,21.39
121921,2025-04-09 15:27:46.917,0.24436,21.43
122401,2025-04-09 15:27:46.922,0.1704,21.48
122881,2025-04-09 15:27:46.927,-0.07068,21.52
123361,2025-04-09 15:27:46.932,-0.24255,21.57
123841,2025-04-09 15:27:46.937,-0.17464,21.61
124321,2025-04-09 15:27:46.942,0.06709,21.66
124801,2025-04-09 15:27:46.947,0.24215,21.7
125281,2025-04-09 15:27:46.952,0.17427,21.75
125761,2025-04-09 15:27:46.957,-0.06962,21.79
126241,2025-04-09 15:27:46.962,-0.24329,21.84
126721,2025-04-09 15:27:46.967,-0.16928,21.88
127201,2025-04-09 15:27:46.972,0.07821,21.93
127681,2025-04-09 15:27:46.977,0.24561,21.97
128161,2025-04-09 15:27:46.982,0.15931,22.02
128641,2025-04-09 15:27:46.987,-0.09264,22.06
129121,2025-04-09 15:27:46.992,-0.24827,22.11
129601,2025-04-09 15:27:46.997,-0.14373,22.15
130081,2025-04-09 15:27:47.002,0.11244,22.2
130561,2025-04-09 15:27:47.007,0.24994,22.24
131041,2025-04-09 15:27:47.012,0.12175,22.29
131521,2025-04-09 15:27:47.017,-0.13675,22.33
132001,2025-04-09 15:27:47.022,-0.24879,22.38
132481,2025-04-09 15:27:47.027,-0.09259,22.42
132961,2025-04-09 15:27:47.032,0.1642,22.47
133441,2025-04-09 15:27:47.037,0.24256,22.51
133921,2025-04-09 15:27:47.042,0.0557,22.56
134401,2025-04-09 15:27:47.047,-0.19265,22.6
134881,2025-04-09 15:27:47.052,-0.22866,22.65
135361,2025-04-09 15:27:47.057,-0.01112,22.69
135841,2025-04-09 15:27:47.062,0.21911,22.74
136321,2025-04-09 15:27:47.067,0.20443,22.78
136801,2025-04-09 15:27:47.072,-0.04011,22.83
137281,2025-04-09 15:27:47.077,-0.23968,22.87
137761,2025-04-09 15:27:47.082,-0.16762,22.92
138241,2025-04-09 15:27:47.087,0.09555,22.96
138721,2025-04-09 15:27:47.092,0.2497,23.01
139201,2025-04-09 15:27:47.097,0.11696,23.05
139681,2025-04-09 15:27:47.102,-0.15104,23.1
140161,2025-04-09 15:27:47.107,-0.24418,23.14
140641,2025-04-09 15:27:47.112,-0.05293,23.19
141121,2025-04-09 15:27:47.117,0.2005,23.23
141601,2025-04-09 15:27:47.122,0.21859,23.28
142081,2025-04-09 15:27:47.127,-0.02137,23.32
142561,2025-04-09 15:27:47.132,-0.23629,23.37
143041,2025-04-09 15:27:47.137,-0.17008,23.41
143521,2025-04-09 15:27:47.142,0.09964,23.46
144001,2025-04-09 15:27:47.147,0.25,23.5
144481,2025-04-09 15:27:47.152,0.09893,23.55
144961,2025-04-09 15:27:47.157,-0.17219,23.59
145441,2025-04-09 15:27:47.162,-0.23411,23.64
145921,2025-04-09 15:27:47.167,-0.01002,23.68
146401,2025-04-09 15:27:47.172,0.22664,23.73
146881,2025-04-09 15:27:47.177,0.18425,23.77
147361,2025-04-09 15:27:47.182,-0.08623,23.82
147841,2025-04-09 15:27:47.187,-0.24985,23.86
148321,2025-04-09 15:27:47.192,-0.10181,23.91
148801,2025-04-09 15:27:47.197,0.174,23.95
149281,2025-04-09 15:27:47.202,0.23112,24.0
149761,2025-04-09 15:27:47.207,-0.00381,24.04
150241,2025-04-09 15:27:47.212,-0.23416,24.09
150721,2025-04-09 15:27:47.217,-0.16636,24.13
151201,2025-04-09 15:27:47.222,0.1144,24.18
151681,2025-04-09 15:27:47.227,0.24847,24.22
152161,2025-04-09 15:27:47.232,0.0621,24.27
152641,2025-04-09 15:27:47.237,-0.20492,24.31
153121,2025-04-09 15:27:47.242,-0.20566,24.36
153601,2025-04-09 15:27:47.247,0.06221,24.4
154081,2025-04-09 15:27:47.252,0.24878,24.45
154561,2025-04-09 15:27:47.257,0.10797,24.49
155041,2025-04-09 15:27:47.262,-0.17572,24.54
155521,2025-04-09 15:27:47.267,-0.22646,24.58
156001,2025-04-09 15:27:47.272,0.02454,24.63
156481,2025-04-09 15:27:47.277,0.24295,24.67
156961,2025-04-09 15:27:47.282,0.13521,24.72
157441,2025-04-09 15:27:47.287,-0.15499,24.76
157921,2025-04-09 15:27:47.292,-0.23562,24.81
158401,2025-04-09 15:27:47.297,0.00397,24.85
158881,2025-04-09 15:27:47.302,0.23836,24.9
159361,2025-04-09 15:27:47.307,0.1464,24.94
159841,2025-04-09 15:27:47.312,-0.14701,24.99
160321,2025-04-09 15:27:47.317,-0.2377,25.03
160801,2025-04-09 15:27:47.322,0.00102,25.08
161281,2025-04-09 15:27:47.327,0.23854,25.12
161761,2025-04-09 15:27:47.332,0.14304,25.17
162241,2025-04-09 15:27:47.337,-0.15314,25.21
162721,2025-04-09 15:27:47.342,-0.234,25.26
163201,2025-04-09 15:27:47.347,0.01574,25.3
163681,2025-04-09 15:27:47.352,0.24337,25.35
164161,2025-04-09 15:27:47.357,0.12465,25.39
164641,2025-04-09 15:27:47.362,-0.17234,25.44
165121,2025-04-09 15:27:47.367,-0.2223,25.48
165601,2025-04-09 15:27:47.372,0.04785,25.53
166081,2025-04-09 15:27:47.377,0.24905,25.57
166561,2025-04-09 15:27:47.382,0.08902,25.62
167041,2025-04-09 15:27:47.387,-0.20079,25.66
167521,2025-04-09 15:27:47.392,-0.19729,25.71
168001,2025-04-09 15:27:47.397,0.09571,25.75
168481,2025-04-09 15:27:47.402,0.24798,25.8
168961,2025-04-09 15:27:47.407,0.03378,25.84
169441,2025-04-09 15:27:47.412,-0.2307,25.89
169921,2025-04-09 15:27:47.417,-0.15182,25.93
170401,2025-04-09 15:27:47.422,0.15404,25.98
170881,2025-04-09 15:27:47.427,0.22904,26.02
171361,2025-04-09 15:27:47.432,-0.04074,26.07
171841,2025-04-09 15:27:47.437,-0.24916,26.11
172321,2025-04-09 15:27:47.442,-0.07986,26.16
172801,2025-04-09 15:27:47.447,0.21111,26.2
173281,2025-04-09 15:27:47.452,0.1798,26.25
173761,2025-04-09 15:27:47.457,-0.12717,26.29
174241,2025-04-09 15:27:47.462,-0.23869,26.34
174721,2025-04-09 15:27:47.467,0.01825,26.38
175201,2025-04-09 15:27:47.472,0.24708,26.43
175681,2025-04-09 15:27:47.477,0.09184,26.47
176161,2025-04-09 15:27:47.482,-0.20682,26.52
176641,2025-04-09 15:27:47.487,-0.18178,26.56
177121,2025-04-09 15:27:47.492,0.12896,26.61
177601,2025-04-09 15:27:47.497,0.23651,26.65
178081,2025-04-09 15:27:47.502,-0.03018,26.7
178561,2025-04-09 15:27:47.507,-0.24909,26.74
179041,2025-04-09 15:27:47.512,-0.07117,26.79
179521,2025-04-09 15:27:47.517,0.22067,26.83
180001,2025-04-09 15:27:47.522,0.15856,26.88
180481,2025-04-09 15:27:47.527,-0.15891,26.92
180961,2025-04-09 15:27:47.532,-0.21979,26.97
181441,2025-04-09 15:27:47.537,0.07566,27.01
181921,2025-04-09 15:27:47.542,0.24817,27.06
182401,2025-04-09 15:27:47.547,0.01564,27.1
182881,2025-04-09 15:27:47.552,-0.24263,27.15
183361,2025-04-09 15:27:47.557,-0.10226,27.19
183841,2025-04-09 15:27:47.562,0.20682,27.24
184321,2025-04-09 15:27:47.567,0.17383,27.28
184801,2025-04-09 15:27:47.572,-0.14778,27.33
185281,2025-04-09 15:27:47.577,-0.22337,27.37
185761,2025-04-09 15:27:47.582,0.07435,27.42
186241,2025-04-09 15:27:47.587,0.24752,27.46
186721,2025-04-09 15:27:47.592,0.0043,27.51
187201,2025-04-09 15:27:47.597,-0.24629,27.55
187681,2025-04-09 15:27:47.602,-0.07985,27.6
188161,2025-04-09 15:27:47.607,0.22235,27.64
188641,2025-04-09 15:27:47.612,0.14559,27.69
189121,2025-04-09 15:27:47.617,-0.18023,27.73
189601,2025-04-09 15:27:47.622,-0.1969,27.78
190081,2025-04-09 15:27:47.627,0.12541,27.82
190561,2025-04-09 15:27:47.632,0.23123,27.87
191041,2025-04-09 15:27:47.637,-0.0636,27.91
191521,2025-04-09 15:27:47.642,-0.24798,27.96
192001,2025-04-09 15:27:47.647,6e-05,28.0
192481,2025-04-09 15:27:47.652,0.24808,28.05
192961,2025-04-09 15:27:47.657,0.06074,28.09
193441,2025-04-09 15:27:47.662,-0.23362,28.14
193921,2025-04-09 15:27:47.667,-0.1154,28.18
194401,2025-04-09 15:27:47.672,0.20735,28.23
194881,2025-04-09 15:27:47.677,0.1616,28.27
195361,2025-04-09 15:27:47.682,-0.17235,28.32
195841,2025-04-09 15:27:47.687,-0.19808,28.36
196321,2025-04-09 15:27:47.692,0.13165,28.41
196801,2025-04-09 15:27:47.697,0.22448,28.45
197281,2025-04-09 15:27:47.702,-0.08802,28.5
197761,2025-04-09 15:27:47.707,-0.24116,28.54
198241,2025-04-09 15:27:47.712,0.04386,28.59
198721,2025-04-09 15:27:47.717,0.24901,28.63
199201,2025-04-09 15:27:47.722,-0.00105,28.68
199681,2025-04-09 15:27:47.727,-0.24925,28.72
200161,2025-04-09 15:27:47.732,-0.03901,28.77
200641,2025-04-09 15:27:47.737,0.24325,28.81
201121,2025-04-09 15:27:47.742,0.07536,28.86
201601,2025-04-09 15:27:47.747,-0.23247,28.9
202081,2025-04-09 15:27:47.752,-0.10749,28.95
202561,2025-04-09 15:27:47.757,0.21827,28.99
203041,2025-04-09 15:27:47.762,0.13519,29.04
203521,2025-04-09 15:27:47.767,-0.20192,29.08
204001,2025-04-09 15:27:47.772,-0.15855,29.13
204481,2025-04-09 15:27:47.777,0.18453,29.17
204961,2025-04-09 15:27:47.782,0.17781,29.22
205441,2025-04-09 15:27:47.787,-0.16702,29.26
205921,2025-04-09 15:27:47.792,-0.19336,29.31
206401,2025-04-09 15:27:47.797,0.15016,29.35
206881,2025-04-09 15:27:47.802,0.20564,29.4
207361,2025-04-09 15:27:47.807,-0.13454,29.44
207841,2025-04-09 15:27:47.812,-0.21513,29.49
208321,2025-04-09 15:27:47.817,0.12064,29.53
208801,2025-04-09 15:27:47.822,0.22227,29.58
209281,2025-04-09 15:27:47.827,-0.10878,29.62
209761,2025-04-09 15:27:47.832,-0.22748,29.67
210241,2025-04-09 15:27:47.837,0.09921,29.71
210721,2025-04-09 15:27:47.842,0.23111,29.76
211201,2025-04-09 15:27:47.847,-0.0921,29.8
211681,2025-04-09 15:27:47.852,-0.23343,29.85
212161,2025-04-09 15:27:47.857,0.08755,29.89
212641,2025-04-09 15:27:47.862,0.23465,29.94
213121,2025-04-09 15:27:47.867,-0.08564,29.98
213601,2025-04-09 15:27:47.872,-0.23486,30.03
214081,2025-04-09 15:27:47.877,0.08638,30.07
214561,2025-04-09 15:27:47.882,0.2341,30.12
215041,2025-04-09 15:27:47.887,-0.08976,30.16
215521,2025-04-09 15:27:47.892,-0.23229,30.21
216001,2025-04-09 15:27:47.897,0.09574,30.25
216481,2025-04-09 15:27:47.902,0.22927,30.3
216961,2025-04-09 15:27:47.907,-0.10423,30.34
217441,2025-04-09 15:27:47.912,-0.2248,30.39
217921,2025-04-09 15:27:47.917,0.1151,30.43
218401,2025-04-09 15:27:47.922,0.21857,30.48
218881,2025-04-09 15:27:47.927,-0.12814,30.52
219361,2025-04-09 15:27:47.932,-0.21017,30.57
219841,2025-04-09 15:27:47.937,0.14304,30.61
220321,2025-04-09 15:27:47.942,0.19919,30.66
220801,2025-04-09 15:27:47.947,-0.15942,30.7
221281,2025-04-09 15:27:47.952,-0.18515,30.75
221761,2025-04-09 15:27:47.957,0.17672,30.79
222241,2025-04-09 15:27:47.962,0.16758,30.84
222721,2025-04-09 15:27:47.967,-0.19427,30.88
223201,2025-04-09 15:27:47.972,-0.14609,30.93
223681,2025-04-09 15:27:47.977,0.21121,30.97
224161,2025-04-09 15:27:47.982,0.12033,31.02
224641,2025-04-09 15:27:47.987,-0.22651,31.06
225121,2025-04-09 15:27:47.992,-0.09016,31.11
225601,2025-04-09 15:27:47.997,0.23897,31.15
226081,2025-04-09 15:27:48.002,0.05564,31.2
226561,2025-04-09 15:27:48.007,-0.24727,31.24
227041,2025-04-09 15:27:48.012,-0.01714,31.29
227521,2025-04-09 15:27:48.017,0.24998,31.33
228001,2025-04-09 15:27:48.022,-0.02459,31.38
228481,2025-04-09 15:27:48.027,-0.24567,31.42
228961,2025-04-09 15:27:48.032,0.06836,31.47
229441,2025-04-09 15:27:48.037,0.23304,31.51
229921,2025-04-09 15:27:48.042,-0.11249,31.56
230401,2025-04-09 15:27:48.047,-0.21104,31.6
230881,2025-04-09 15:27:48.052,0.15481,31.65
231361,2025-04-09 15:27:48.057,0.17903,31.69
231841,2025-04-09 15:27:48.062,-0.19271,31.74
232321,2025-04-09 15:27:48.067,-0.13705,31.78
232801,2025-04-09 15:27:48.072,0.22323,31.83
233281,2025-04-09 15:27:48.077,0.08593,31.87
233761,2025-04-09 15:27:48.082,-0.2433,31.92
234241,2025-04-09 15:27:48.087,-0.0275,31.96
234721,2025-04-09 15:27:48.092,0.24997,32.01
235201,2025-04-09 15:27:48.097,-0.03531,32.05
235681,2025-04-09 15:27:48.102,-0.24081,32.1
236161,2025-04-09 15:27:48.107,0.0985,32.14
236641,2025-04-09 15:27:48.112,0.21432,32.19
237121,2025-04-09 15:27:48.117,-0.15711,32.23
237601,2025-04-09 15:27:48.122,-0.17035,32.28
