Czas startu pomiaru,Częstotliwość [Hz],Czas trwania [s],Zakres [g],Skala divisor,Czas próbkowania [s]
2025-04-08 00:39:39.394536,50,10,16,1365,0.005
Minimalne przemieszczenie [mm],Maksymalne przemieszczenie [mm]
-258.84249084249024,227.60439560439622
Czas [UTC],Numer próbki,Droga [mm],Wartość sygnału audio
2025-04-08 00:39:52.906330,424,0.0,0.012080867005034674
2025-04-08 00:39:52.912667,425,0.0,0.011373404759240879
2025-04-08 00:39:52.918781,426,0.0,0.010665365333512
2025-04-08 00:39:52.924888,427,0.0,0.009956784659581629
2025-04-08 00:39:52.930996,428,0.0,0.009247698696650814
2025-04-08 00:39:52.937124,429,0.0,0.008538143429562856
2025-04-08 00:39:52.943324,430,0.0,0.007828154866977665
2025-04-08 00:39:52.949524,431,0.0,0.007117769039544034
2025-04-08 00:39:52.955683,432,0.0,0.006407021998071323
2025-04-08 00:39:52.961795,433,0.0,0.005695949811699598
2025-04-08 00:39:52.967900,434,0.0,0.004984588566069704
2025-04-08 00:39:52.974012,435,0.0,0.004272974361491689
2025-04-08 00:39:52.980257,436,0.0,0.003561143311112676
2025-04-08 00:39:52.986483,437,0.0,0.0028491315390845075
2025-04-08 00:39:52.992612,438,0.0,0.002136975178730144
2025-04-08 00:39:52.998753,439,0.0,0.001424710370710325
2025-04-08 00:39:53.004860,440,0.0,0.0007123732611891359
2025-04-08 00:39:53.010978,441,0.0,1.2246467991473533e-17
2025-04-08 00:39:53.017271,442,0.0,-0.0007123732611891559
2025-04-08 00:39:53.023519,443,0.0,-0.0014247103707103006
2025-04-08 00:39:53.029645,444,0.0,-0.002136975178730164
2025-04-08 00:39:53.035767,445,0.0,-0.0028491315390845274
2025-04-08 00:39:53.042010,446,0.0,-0.003561143311112696
2025-04-08 00:39:53.048165,447,0.0,-0.004272974361491664
2025-04-08 00:39:53.054336,448,0.0,-0.004984588566069724
2025-04-08 00:39:53.060502,449,0.0,-0.005695949811699617
2025-04-08 00:39:53.066621,450,0.0,-0.006407021998071256
2025-04-08 00:39:53.072739,451,0.0,-0.007117769039544053
2025-04-08 00:39:53.079110,452,0.0,-0.007828154866977684
2025-04-08 00:39:53.085293,453,0.0,-0.008538143429562875
2025-04-08 00:39:53.091429,454,0.0,-0.009247698696650746
2025-04-08 00:39:53.097576,455,0.0,-0.00995678465958165
2025-04-08 00:39:53.103738,456,0.0,-0.01066536533351202
2025-04-08 00:39:53.109854,457,0.0,-0.011373404759240898
2025-04-08 00:39:53.115975,458,0.0,-0.012080867005034648
2025-04-08 00:39:53.122078,459,0.0,-0.012787716168450584
2025-04-08 00:39:53.128285,460,0.0,-0.01349391637815884
2025-04-08 00:39:53.134448,461,0.0,-0.014199431795762704
2025-04-08 00:39:53.140576,462,0.0,-0.014904226617617448
2025-04-08 00:39:53.146734,463,0.0,-0.015608265076647407
2025-04-08 00:39:53.153695,464,0.0,-0.016311511444160813
2025-04-08 00:39:53.159940,465,0.0,-0.01701393003166324
2025-04-08 00:39:53.166271,466,0.0,-0.017715485192668638
2025-04-08 00:39:53.172411,467,0.0,-0.01841614132450819
2025-04-08 00:39:53.178509,468,0.0,-0.01911586287013723
2025-04-08 00:39:53.184619,469,0.0,-0.019814614319939736
2025-04-08 00:39:53.190740,470,0.0,-0.020512360213530322
2025-04-08 00:39:53.196821,471,0.0,-0.021209065141553688
2025-04-08 00:39:53.202989,472,0.0,-0.021904693747481722
2025-04-08 00:39:53.209219,473,0.0,-0.022599210729407643
2025-04-08 00:39:53.215431,474,0.0,-0.023292580841837857
2025-04-08 00:39:53.221586,475,0.0,-0.023984768897480087
2025-04-08 00:39:53.227687,476,0.0,-0.024675739769029405
2025-04-08 00:39:53.233803,477,0.0,-0.025365458390950713
2025-04-08 00:39:53.239966,478,0.0,-0.026053889761258605
2025-04-08 00:39:53.246167,479,0.0,-0.026740998943293123
2025-04-08 00:39:53.252246,480,0.0,-0.027426751067493038
2025-04-08 00:39:53.258316,481,0.0,-0.028111111333165476
2025-04-08 00:39:53.264475,482,0.0,-0.028794045010251887
2025-04-08 00:39:53.270581,483,0.0,-0.029475517441090438
2025-04-08 00:39:53.276726,484,0.0,-0.030155494042174952
2025-04-08 00:39:53.283598,485,0.0,-0.03083394030591005
2025-04-08 00:39:53.289744,486,0.0,-0.03151082180236206
2025-04-08 00:39:53.295874,487,0.0,-0.03218610418100663
2025-04-08 00:39:53.301997,488,0.0,-0.0328597531724716
2025-04-08 00:39:53.308116,489,0.0,-0.033531734590276446
2025-04-08 00:39:53.314354,490,0.0,-0.03420201433256691
2025-04-08 00:39:53.320466,491,0.0,-0.034870558383845666
2025-04-08 00:39:53.326569,492,0.0,-0.03553733281669887
2025-04-08 00:39:53.332687,493,0.0,-0.036202303793517375
2025-04-08 00:39:53.338800,494,0.0,-0.0368654375682143
2025-04-08 00:39:53.344897,495,0.0,-0.03752670048793738
2025-04-08 00:39:53.351008,496,-15.619047619046977,-0.03818605899477717
2025-04-08 00:39:53.357119,497,0.0,-0.03884347962746948
2025-04-08 00:39:53.363211,498,0.0,-0.0394989290230939
2025-04-08 00:39:53.369317,499,0.0,-0.04015237391876664
2025-04-08 00:39:53.375418,500,0.0,-0.04080378115332896
2025-04-08 00:39:53.381533,501,0.0,-0.04145311766902955
2025-04-08 00:39:53.387713,502,0.0,-0.042100350513202434
2025-04-08 00:39:53.393912,503,0.0,-0.04274544683993916
2025-04-08 00:39:53.400007,504,0.0,-0.043388373911755804
2025-04-08 00:39:53.406109,505,0.0,-0.044029099101254236
2025-04-08 00:39:53.412228,506,0.0,-0.044667589892777804
2025-04-08 00:39:53.418379,507,0.0,-0.045303813884061704
2025-04-08 00:39:53.424644,508,0.0,-0.045937738787877026
2025-04-08 00:39:53.430870,509,0.0,-0.04656933243366961
2025-04-08 00:39:53.436984,510,0.0,-0.04719856276919229
2025-04-08 00:39:53.443086,511,0.0,-0.04782539786213183
2025-04-08 00:39:53.449198,512,0.0,-0.04844980590172915
2025-04-08 00:39:53.455312,513,0.0,-0.04907175520039379
2025-04-08 00:39:53.461546,514,0.0,-0.049691214195312076
2025-04-08 00:39:53.467802,515,0.0,-0.05030815145004876
2025-04-08 00:39:53.473927,516,0.0,-0.05092253565614233
2025-04-08 00:39:53.480030,517,0.0,-0.051534335634694006
2025-04-08 00:39:53.486133,518,0.0,-0.05214352033794979
2025-04-08 00:39:53.492230,519,0.0,-0.0527500588508765
2025-04-08 00:39:53.498330,520,0.0,-0.0533539203927301
2025-04-08 00:39:53.504729,521,0.0,-0.053955074318618096
2025-04-08 00:39:53.510847,522,0.0,-0.05455349012105485
2025-04-08 00:39:53.516951,523,0.0,-0.05514913743150939
2025-04-08 00:39:53.523060,524,0.0,-0.05574198602194681
2025-04-08 00:39:53.529160,525,0.0,-0.05633200580636221
2025-04-08 00:39:53.535258,526,0.0,-0.05691916684230759
2025-04-08 00:39:53.541374,527,0.0,-0.057503439332411345
2025-04-08 00:39:53.547514,528,0.0,-0.0580847936258903
2025-04-08 00:39:53.553628,529,0.0,-0.05866320022005456
2025-04-08 00:39:53.559725,530,0.0,-0.0592386297618048
2025-04-08 00:39:53.565837,531,0.0,-0.0598110530491216
2025-04-08 00:39:53.571943,532,0.0,-0.06038044103254775
2025-04-08 00:39:53.578217,533,0.0,-0.06094676481666215
2025-04-08 00:39:53.584328,534,0.0,-0.06150999566154641
2025-04-08 00:39:53.590423,535,0.0,-0.0620701049842432
2025-04-08 00:39:53.596546,536,0.0,-0.06262706436020692
2025-04-08 00:39:53.602671,537,0.0,-0.06318084552474613
2025-04-08 00:39:53.608822,538,0.0,-0.06373142037445788
2025-04-08 00:39:53.614957,539,0.0,-0.06427876096865397
2025-04-08 00:39:53.621259,540,0.0,-0.06482283953077882
2025-04-08 00:39:53.627394,541,0.0,-0.06536362844981936
2025-04-08 00:39:53.633503,542,0.0,-0.0659011002817058
2025-04-08 00:39:53.639604,543,0.0,-0.06643522775070464
2025-04-08 00:39:53.645704,544,0.0,-0.06696598375080276
2025-04-08 00:39:53.651795,545,0.0,-0.06749334134708328
2025-04-08 00:39:53.657958,546,0.0,-0.06801727377709195
2025-04-08 00:39:53.664109,547,0.0,-0.06853775445219572
2025-04-08 00:39:53.670218,548,0.0,-0.06905475695893189
2025-04-08 00:39:53.676314,549,0.0,-0.06956825506034864
2025-04-08 00:39:53.682424,550,0.0,-0.07007822269733636
2025-04-08 00:39:53.688533,551,13.684981684982278,-0.0705846339899502
2025-04-08 00:39:53.694644,552,13.684981684982278,-0.07108746323872352
2025-04-08 00:39:53.700779,553,0.0,-0.07158668492597184
2025-04-08 00:39:53.706894,554,0.0,-0.07208227371708813
2025-04-08 00:39:53.713006,555,0.0,-0.0725742044618282
2025-04-08 00:39:53.719114,556,0.0,-0.07306245219558728
2025-04-08 00:39:53.725198,557,0.0,-0.07354699214066673
2025-04-08 00:39:53.731364,558,0.0,-0.07402779970753157
2025-04-08 00:39:53.737606,559,0.0,-0.07450485049605834
2025-04-08 00:39:53.743726,560,0.0,-0.07497812029677342
2025-04-08 00:39:53.749823,561,0.0,-0.07544758509208147
2025-04-08 00:39:53.755942,562,0.0,-0.07591322105748433
2025-04-08 00:39:53.762050,563,0.0,-0.07637500456279023
2025-04-08 00:39:53.768278,564,0.0,-0.07683291217331276
2025-04-08 00:39:53.774475,565,0.0,-0.07728692065106034
2025-04-08 00:39:53.780582,566,0.0,-0.07773700695591518
2025-04-08 00:39:53.786721,567,0.0,-0.07818314824680297
2025-04-08 00:39:53.792835,568,0.0,-0.07862532188285176
2025-04-08 00:39:53.798944,569,0.0,-0.07906350542454084
2025-04-08 00:39:53.805180,570,0.0,-0.07949767663483978
2025-04-08 00:39:53.811385,571,0.0,-0.07992781348033674
2025-04-08 00:39:53.817516,572,0.0,-0.08035389413235677
2025-04-08 00:39:53.823676,573,0.0,-0.08077589696806925
2025-04-08 00:39:53.829881,574,25.406593406594013,-0.08119380057158565
2025-04-08 00:39:53.836106,575,19.545787545788173,-0.08160758373504608
2025-04-08 00:39:53.842310,576,0.0,-0.08201722545969563
2025-04-08 00:39:53.848434,577,0.0,-0.0824227049569498
2025-04-08 00:39:53.854577,578,0.0,-0.08282400164945006
2025-04-08 00:39:53.860692,579,0.0,-0.08322109517210736
2025-04-08 00:39:53.866849,580,0.0,-0.08361396537313628
2025-04-08 00:39:53.872949,581,0.0,-0.08400259231507716
2025-04-08 00:39:53.879066,582,0.0,-0.08438695627580833
2025-04-08 00:39:53.885377,583,0.0,-0.08476703774954673
2025-04-08 00:39:53.891486,584,0.0,-0.0851428174478379
2025-04-08 00:39:53.897587,585,0.0,-0.08551427630053464
2025-04-08 00:39:53.903692,586,0.0,-0.08588139545676504
2025-04-08 00:39:53.909832,587,0.0,-0.08624415628588905
2025-04-08 00:39:53.915970,588,0.0,-0.08660254037844389
2025-04-08 00:39:53.922182,589,0.0,-0.08695652954707822
2025-04-08 00:39:53.928305,590,0.0,-0.08730610582747536
2025-04-08 00:39:53.934414,591,0.0,-0.08765125147926477
2025-04-08 00:39:53.940539,592,0.0,-0.08799194898692236
2025-04-08 00:39:53.946647,593,0.0,-0.08832818106065944
2025-04-08 00:39:53.952912,594,0.0,-0.0886599306373
2025-04-08 00:39:53.959128,595,0.0,-0.08898718088114689
2025-04-08 00:39:53.965242,596,0.0,-0.08930991518483583
2025-04-08 00:39:53.971349,597,10.754578754579358,-0.08962811717017868
2025-04-08 00:39:53.977468,598,10.754578754579358,-0.08994177068899412
2025-04-08 00:39:53.983580,599,0.0,-0.09025085982392754
2025-04-08 00:39:53.989841,600,0.0,-0.09055536888925841
2025-04-08 00:39:53.996073,601,0.0,-0.09085528243169688
2025-04-08 00:39:54.002191,602,0.0,-0.09115058523116731
2025-04-08 00:39:54.008284,603,0.0,-0.09144126230158124
2025-04-08 00:39:54.014420,604,0.0,-0.09172729889159759
2025-04-08 00:39:54.020566,605,0.0,-0.09200868048537142
2025-04-08 00:39:54.026858,606,0.0,-0.09228539280329037
2025-04-08 00:39:54.033188,607,0.0,-0.09255742180269966
2025-04-08 00:39:54.039299,608,0.0,-0.09282475367861442
2025-04-08 00:39:54.045416,609,0.0,-0.09308737486442044
2025-04-08 00:39:54.051515,610,0.0,-0.09334527203256256
2025-04-08 00:39:54.057645,611,0.0,-0.09359843209522112
2025-04-08 00:39:54.063754,612,0.0,-0.09384684220497606
2025-04-08 00:39:54.069955,613,0.0,-0.09409048975545888
2025-04-08 00:39:54.076677,614,0.0,-0.0943293623819925
2025-04-08 00:39:54.082906,615,13.684981684982278,-0.09456344796221866
2025-04-08 00:39:54.089056,616,13.684981684982278,-0.09479273461671318
2025-04-08 00:39:54.095205,617,0.0,-0.09501721070958868
2025-04-08 00:39:54.101329,618,0.0,-0.09523686484908522
2025-04-08 00:39:54.107461,619,0.0,-0.09545168588814838
2025-04-08 00:39:54.113577,620,0.0,-0.09566166292499495
2025-04-08 00:39:54.119692,621,0.0,-0.09586678530366607
2025-04-08 00:39:54.125791,622,0.0,-0.0960670426145682
2025-04-08 00:39:54.131888,623,0.0,-0.0962624246950012
2025-04-08 00:39:54.138122,624,0.0,-0.09645292162967425
2025-04-08 00:39:54.144368,625,0.0,-0.09663852375120882
2025-04-08 00:39:54.150520,626,0.0,-0.09681922164062945
2025-04-08 00:39:54.156763,627,0.0,-0.09699500612784168
2025-04-08 00:39:54.163102,628,0.0,-0.09716586829209742
2025-04-08 00:39:54.169334,629,13.684981684982278,-0.0973317994624476
2025-04-08 00:39:54.175532,630,0.0,-0.09749279121818237
2025-04-08 00:39:54.181629,631,0.0,-0.09764883538925823
2025-04-08 00:39:54.187732,632,0.0,-0.09779992405671283
2025-04-08 00:39:54.193820,633,0.0,-0.09794604955306668
2025-04-08 00:39:54.199895,634,0.0,-0.09808720446271241
2025-04-08 00:39:54.205971,635,0.0,-0.09822338162229098
2025-04-08 00:39:54.212108,636,0.0,-0.09835457412105528
2025-04-08 00:39:54.218264,637,0.0,-0.0984807753012208
2025-04-08 00:39:54.224388,638,0.0,-0.09860197875830357
2025-04-08 00:39:54.230474,639,0.0,-0.09871817834144503
2025-04-08 00:39:54.236580,640,0.0,-0.09882936815372431
2025-04-08 00:39:54.242663,641,0.0,-0.09893554255245747
2025-04-08 00:39:54.248822,642,0.0,-0.09903669614948381
2025-04-08 00:39:54.254892,643,0.0,-0.09913282381143934
2025-04-08 00:39:54.260971,644,0.0,-0.09922392066001721
2025-04-08 00:39:54.267068,645,0.0,-0.09930998207221546
2025-04-08 00:39:54.273184,646,0.0,-0.09939100368057144
2025-04-08 00:39:54.279514,647,0.0,-0.09946698137338354
2025-04-08 00:39:54.285807,648,0.0,-0.09953791129491983
2025-04-08 00:39:54.291969,649,0.0,-0.09960378984561374
2025-04-08 00:39:54.298085,650,0.0,-0.09966461368224676
2025-04-08 00:39:54.304201,651,0.0,-0.09972037971811802
2025-04-08 00:39:54.310301,652,0.0,-0.09977108512320103
2025-04-08 00:39:54.316438,653,0.0,-0.0998167273242872
2025-04-08 00:39:54.322566,654,0.0,-0.09985730400511655
2025-04-08 00:39:54.328671,655,0.0,-0.09989281310649517
2025-04-08 00:39:54.334791,656,0.0,-0.09992325282639969
2025-04-08 00:39:54.340917,657,0.0,-0.09994862162006879
2025-04-08 00:39:54.347033,658,0.0,-0.09996891820008164
2025-04-08 00:39:54.353147,659,0.0,-0.0999841415364231
2025-04-08 00:39:54.359277,660,0.0,-0.0999942908565361
2025-04-08 00:39:54.365384,661,0.0,-0.09999936564536084
2025-04-08 00:39:54.371487,662,0.0,-0.09999936564536084
2025-04-08 00:39:54.377592,663,0.0,-0.0999942908565361
2025-04-08 00:39:54.383754,664,0.0,-0.0999841415364231
2025-04-08 00:39:54.389931,665,0.0,-0.09996891820008164
2025-04-08 00:39:54.396143,666,0.0,-0.09994862162006879
2025-04-08 00:39:54.402266,667,0.0,-0.09992325282639969
2025-04-08 00:39:54.408380,668,0.0,-0.09989281310649517
2025-04-08 00:39:54.414529,669,0.0,-0.09985730400511657
2025-04-08 00:39:54.420645,670,0.0,-0.0998167273242872
2025-04-08 00:39:54.426878,671,0.0,-0.09977108512320103
2025-04-08 00:39:54.433133,672,0.0,-0.09972037971811802
2025-04-08 00:39:54.439302,673,0.0,-0.09966461368224676
2025-04-08 00:39:54.445412,674,0.0,-0.09960378984561374
2025-04-08 00:39:54.451549,675,10.754578754579358,-0.09953791129491982
2025-04-08 00:39:54.457653,676,0.0,-0.09946698137338354
2025-04-08 00:39:54.463813,677,0.0,-0.09939100368057144
2025-04-08 00:39:54.470045,678,0.0,-0.09930998207221547
2025-04-08 00:39:54.476158,679,0.0,-0.09922392066001721
2025-04-08 00:39:54.482287,680,0.0,-0.09913282381143933
2025-04-08 00:39:54.488414,681,0.0,-0.09903669614948382
2025-04-08 00:39:54.494468,682,0.0,-0.09893554255245748
2025-04-08 00:39:54.500708,683,0.0,-0.09882936815372431
2025-04-08 00:39:54.506936,684,0.0,-0.09871817834144503
2025-04-08 00:39:54.513040,685,0.0,-0.09860197875830355
2025-04-08 00:39:54.519138,686,0.0,-0.09848077530122082
2025-04-08 00:39:54.525246,687,0.0,-0.09835457412105528
2025-04-08 00:39:54.531350,688,0.0,-0.09822338162229097
2025-04-08 00:39:54.537452,689,0.0,-0.09808720446271241
2025-04-08 00:39:54.543567,690,0.0,-0.09794604955306667
2025-04-08 00:39:54.549684,691,0.0,-0.09779992405671283
2025-04-08 00:39:54.555796,692,0.0,-0.09764883538925823
2025-04-08 00:39:54.561906,693,0.0,-0.09749279121818234
2025-04-08 00:39:54.568031,694,0.0,-0.09733179946244762
2025-04-08 00:39:54.574175,695,0.0,-0.09716586829209743
2025-04-08 00:39:54.580410,696,0.0,-0.09699500612784168
2025-04-08 00:39:54.586542,697,0.0,-0.09681922164062946
2025-04-08 00:39:54.592646,698,0.0,-0.09663852375120881
2025-04-08 00:39:54.598770,699,0.0,-0.09645292162967424
2025-04-08 00:39:54.604881,700,0.0,-0.09626242469500121
2025-04-08 00:39:54.610989,701,0.0,-0.09606704261456817
2025-04-08 00:39:54.617142,702,0.0,-0.09586678530366605
2025-04-08 00:39:54.623293,703,0.0,-0.09566166292499495
2025-04-08 00:39:54.629405,704,0.0,-0.0954516858881484
2025-04-08 00:39:54.635507,705,0.0,-0.09523686484908524
2025-04-08 00:39:54.641614,706,0.0,-0.09501721070958868
2025-04-08 00:39:54.647730,707,0.0,-0.09479273461671317
2025-04-08 00:39:54.653842,708,-12.688644688644057,-0.09456344796221867
2025-04-08 00:39:54.659965,709,0.0,-0.09432936238199248
2025-04-08 00:39:54.666095,710,0.0,-0.09409048975545886
2025-04-08 00:39:54.672224,711,0.0,-0.09384684220497608
2025-04-08 00:39:54.678336,712,0.0,-0.09359843209522109
2025-04-08 00:39:54.684446,713,13.684981684982278,-0.09334527203256257
2025-04-08 00:39:54.690564,714,0.0,-0.09308737486442045
2025-04-08 00:39:54.696714,715,0.0,-0.09282475367861441
2025-04-08 00:39:54.702930,716,0.0,-0.09255742180269966
2025-04-08 00:39:54.709041,717,0.0,-0.09228539280329039
2025-04-08 00:39:54.715144,718,0.0,-0.09200868048537139
2025-04-08 00:39:54.721246,719,0.0,-0.0917272988915976
2025-04-08 00:39:54.727353,720,0.0,-0.09144126230158123
2025-04-08 00:39:54.733456,721,0.0,-0.09115058523116733
2025-04-08 00:39:54.739879,722,0.0,-0.0908552824316969
2025-04-08 00:39:54.746020,723,0.0,-0.09055536888925843
2025-04-08 00:39:54.752128,724,0.0,-0.09025085982392751
2025-04-08 00:39:54.758238,725,0.0,-0.08994177068899414
2025-04-08 00:39:54.764381,726,0.0,-0.08962811717017866
2025-04-08 00:39:54.770625,727,0.0,-0.08930991518483583
2025-04-08 00:39:54.776957,728,0.0,-0.08898718088114682
2025-04-08 00:39:54.783061,729,0.0,-0.08865993063729999
2025-04-08 00:39:54.789168,730,0.0,-0.08832818106065946
2025-04-08 00:39:54.795268,731,0.0,-0.08799194898692236
2025-04-08 00:39:54.801384,732,0.0,-0.08765125147926478
2025-04-08 00:39:54.807590,733,0.0,-0.08730610582747539
2025-04-08 00:39:54.813779,734,0.0,-0.08695652954707819
2025-04-08 00:39:54.820018,735,0.0,-0.08660254037844387
2025-04-08 00:39:54.826150,736,0.0,-0.08624415628588906
2025-04-08 00:39:54.832276,737,0.0,-0.08588139545676503
2025-04-08 00:39:54.838391,738,0.0,-0.08551427630053465
2025-04-08 00:39:54.844571,739,0.0,-0.08514281744783783
2025-04-08 00:39:54.850753,740,0.0,-0.08476703774954675
2025-04-08 00:39:54.856865,741,0.0,-0.08438695627580835
2025-04-08 00:39:54.862966,742,0.0,-0.08400259231507713
2025-04-08 00:39:54.869086,743,0.0,-0.08361396537313626
2025-04-08 00:39:54.875194,744,0.0,-0.08322109517210739
2025-04-08 00:39:54.881425,745,0.0,-0.08282400164945003
2025-04-08 00:39:54.887620,746,0.0,-0.08242270495694981
2025-04-08 00:39:54.893754,747,0.0,-0.08201722545969564
2025-04-08 00:39:54.899854,748,0.0,-0.0816075837350461
2025-04-08 00:39:54.905961,749,0.0,-0.08119380057158568
2025-04-08 00:39:54.912062,750,0.0,-0.08077589696806922
2025-04-08 00:39:54.918307,751,0.0,-0.08035389413235673
2025-04-08 00:39:54.924532,752,0.0,-0.07992781348033677
2025-04-08 00:39:54.930648,753,0.0,-0.07949767663483975
2025-04-08 00:39:54.936770,754,0.0,-0.07906350542454081
2025-04-08 00:39:54.942880,755,0.0,-0.07862532188285173
2025-04-08 00:39:54.948992,756,0.0,-0.07818314824680295
2025-04-08 00:39:54.955096,757,0.0,-0.0777370069559152
2025-04-08 00:39:54.961255,758,0.0,-0.07728692065106035
2025-04-08 00:39:54.967380,759,0.0,-0.07683291217331278
2025-04-08 00:39:54.973510,760,0.0,-0.07637500456279026
2025-04-08 00:39:54.979624,761,0.0,-0.0759132210574843
2025-04-08 00:39:54.985732,762,0.0,-0.07544758509208144
2025-04-08 00:39:54.991919,763,10.754578754579358,-0.07497812029677342
2025-04-08 00:39:54.998112,764,10.754578754579358,-0.0745048504960583
2025-04-08 00:39:55.004226,765,0.0,-0.07402779970753152
2025-04-08 00:39:55.010333,766,0.0,-0.07354699214066676
2025-04-08 00:39:55.016477,767,0.0,-0.07306245219558727
2025-04-08 00:39:55.022578,768,0.0,-0.07257420446182822
2025-04-08 00:39:55.028827,769,0.0,-0.0720822737170881
2025-04-08 00:39:55.035021,770,0.0,-0.07158668492597184
2025-04-08 00:39:55.041194,771,0.0,-0.0710874632387235
2025-04-08 00:39:55.047322,772,0.0,-0.07058463398995017
2025-04-08 00:39:55.053441,773,0.0,-0.07007822269733632
2025-04-08 00:39:55.059542,774,0.0,-0.0695682550603487
2025-04-08 00:39:55.065732,775,0.0,-0.06905475695893191
2025-04-08 00:39:55.071933,776,0.0,-0.06853775445219573
2025-04-08 00:39:55.078303,777,0.0,-0.06801727377709198
2025-04-08 00:39:55.084522,778,0.0,-0.06749334134708326
2025-04-08 00:39:55.090666,779,0.0,-0.06696598375080279
2025-04-08 00:39:55.096810,780,0.0,-0.06643522775070457
2025-04-08 00:39:55.103067,781,13.684981684982278,-0.06590110028170575
2025-04-08 00:39:55.109217,782,10.754578754579358,-0.06536362844981936
2025-04-08 00:39:55.115320,783,0.0,-0.06482283953077878
2025-04-08 00:39:55.121424,784,0.0,-0.06427876096865397
2025-04-08 00:39:55.127615,785,0.0,-0.0637314203744579
2025-04-08 00:39:55.133731,786,10.754578754579358,-0.06318084552474612
2025-04-08 00:39:55.139830,787,10.754578754579358,-0.06262706436020696
2025-04-08 00:39:55.145936,788,0.0,-0.062070104984243236
2025-04-08 00:39:55.152057,789,0.0,-0.06150999566154637
2025-04-08 00:39:55.158472,790,0.0,-0.06094676481666214
2025-04-08 00:39:55.164877,791,0.0,-0.06038044103254767
2025-04-08 00:39:55.171145,792,0.0,-0.05981105304912156
2025-04-08 00:39:55.177280,793,0.0,-0.05923862976180482
2025-04-08 00:39:55.183360,794,0.0,-0.05866320022005456
2025-04-08 00:39:55.189426,795,-18.549450549449954,-0.0580847936258903
2025-04-08 00:39:55.195491,796,0.0,-0.057503439332411366
2025-04-08 00:39:55.201566,797,0.0,-0.05691916684230758
2025-04-08 00:39:55.207729,798,0.0,-0.0563320058063622
2025-04-08 00:39:55.213854,799,0.0,-0.0557419860219468
2025-04-08 00:39:55.220010,800,10.754578754579358,-0.05514913743150934
2025-04-08 00:39:55.226186,801,0.0,-0.05455349012105492
2025-04-08 00:39:55.232297,802,0.0,-0.053955074318618124
2025-04-08 00:39:55.238394,803,0.0,-0.053353920392730084
2025-04-08 00:39:55.244467,804,0.0,-0.052750058850876524
2025-04-08 00:39:55.250584,805,0.0,-0.05214352033794979
2025-04-08 00:39:55.256653,806,0.0,-0.051534335634693965
2025-04-08 00:39:55.262732,807,0.0,-0.05092253565614233
2025-04-08 00:39:55.268793,808,0.0,-0.050308151450048716
2025-04-08 00:39:55.274870,809,0.0,-0.04969121419531206
2025-04-08 00:39:55.280974,810,0.0,-0.04907175520039371
2025-04-08 00:39:55.287057,811,0.0,-0.04844980590172915
2025-04-08 00:39:55.293139,812,0.0,-0.04782539786213186
2025-04-08 00:39:55.299220,813,0.0,-0.047198562769192286
2025-04-08 00:39:55.305486,814,0.0,-0.046569332433669605
2025-04-08 00:39:55.311975,815,0.0,-0.04593773878787706
2025-04-08 00:39:55.318305,816,0.0,-0.045303813884061656
2025-04-08 00:39:55.324599,817,0.0,-0.0446675898927778
2025-04-08 00:39:55.330760,818,0.0,-0.044029099101254306
2025-04-08 00:39:55.336860,819,0.0,-0.043388373911755755
2025-04-08 00:39:55.342980,820,0.0,-0.042745446839939194
2025-04-08 00:39:55.349070,821,0.0,-0.042100350513202385
2025-04-08 00:39:55.355154,822,0.0,-0.04145311766902954
2025-04-08 00:39:55.361237,823,0.0,-0.04080378115332899
2025-04-08 00:39:55.367317,824,0.0,-0.04015237391876662
2025-04-08 00:39:55.373431,825,0.0,-0.03949892902309385
2025-04-08 00:39:55.379513,826,0.0,-0.03884347962746948
2025-04-08 00:39:55.385587,827,0.0,-0.03818605899477712
2025-04-08 00:39:55.391672,828,-12.688644688644057,-0.037526700487937464
2025-04-08 00:39:55.397752,829,0.0,-0.03686543756821433
2025-04-08 00:39:55.403831,830,0.0,-0.036202303793517375
2025-04-08 00:39:55.409909,831,0.0,-0.03553733281669891
2025-04-08 00:39:55.416144,832,0.0,-0.034870558383845666
2025-04-08 00:39:55.422314,833,-12.688644688644057,-0.03420201433256686
2025-04-08 00:39:55.428779,834,0.0,-0.03353173459027644
2025-04-08 00:39:55.434917,835,0.0,-0.03285975317247155
2025-04-08 00:39:55.441028,836,0.0,-0.032186104181006585
2025-04-08 00:39:55.447111,837,0.0,-0.031510821802362136
2025-04-08 00:39:55.453186,838,0.0,-0.03083394030591004
2025-04-08 00:39:55.459266,839,0.0,-0.030155494042174987
2025-04-08 00:39:55.465346,840,0.0,-0.02947551744109039
2025-04-08 00:39:55.471426,841,0.0,-0.028794045010251873
2025-04-08 00:39:55.477504,842,0.0,-0.028111111333165514
2025-04-08 00:39:55.483580,843,0.0,-0.02742675106749299
2025-04-08 00:39:55.489658,844,0.0,-0.02674099894329307
2025-04-08 00:39:55.495743,845,0.0,-0.02605388976125868
2025-04-08 00:39:55.501821,846,0.0,-0.025365458390950665
2025-04-08 00:39:55.507901,847,0.0,-0.024675739769029398
2025-04-08 00:39:55.514026,848,0.0,-0.02398476889748012
2025-04-08 00:39:55.520119,849,0.0,-0.02329258084183785
2025-04-08 00:39:55.526196,850,0.0,-0.02259921072940768
2025-04-08 00:39:55.532298,851,0.0,-0.02190469374748163
2025-04-08 00:39:55.538378,852,0.0,-0.02120906514155364
