Sample Number,Timestamp,Temperature (°C),Pressure (hPa),Humidity (%)
23,2025-04-09 15:31:37.231,24.517,1265.97,35.25
29,2025-04-09 15:31:37.390,24.582,1253.77,35.48
24,2025-04-09 15:31:37.392,24.62,1003.58,35.48
25,2025-04-09 15:31:37.515,-116.64,1275.14,35.44
30,2025-04-09 15:31:37.521,-28.259,1003.58,35.44
31,2025-04-09 15:31:37.731,24.582,1003.57,35.45
26,2025-04-09 15:31:37.794,24.524,1003.56,35.31
32,2025-04-09 15:31:37.955,24.548,1003.55,35.45
27,2025-04-09 15:31:38.030,24.579,1003.58,35.36
33,2025-04-09 15:31:38.158,24.613,1150.87,35.41
28,2025-04-09 15:31:38.161,-122.16,1003.58,35.41
34,2025-04-09 15:31:38.361,-127.28,528.06,35.48
29,2025-04-09 15:31:38.362,-117.461,949.4,35.48
30,2025-04-09 15:31:38.559,-127.28,528.02,35.45
35,2025-04-09 15:31:38.561,-117.461,949.39,35.45
31,2025-04-09 15:31:38.736,24.62,1003.57,35.47
36,2025-04-09 15:31:38.791,24.62,1003.56,35.26
37,2025-04-09 15:31:38.959,24.601,1156.49,35.43
32,2025-04-09 15:31:38.961,-125.227,1003.58,35.43
33,2025-04-09 15:31:39.131,24.656,1003.56,35.47
38,2025-04-09 15:31:39.195,24.63,1003.56,35.27
34,2025-04-09 15:31:39.428,24.594,1238.88,35.47
39,2025-04-09 15:31:39.429,24.577,1003.56,35.47
40,2025-04-09 15:31:39.557,24.63,1140.84,35.43
35,2025-04-09 15:31:39.560,-117.866,1003.57,35.43
41,2025-04-09 15:31:39.757,24.644,1494.54,35.43
36,2025-04-09 15:31:39.829,24.644,1003.58,35.31
42,2025-04-09 15:31:39.957,24.687,518.47,35.45
37,2025-04-09 15:31:40.001,-6.817,1003.57,35.22
43,2025-04-09 15:31:40.158,24.606,1494.44,35.47
38,2025-04-09 15:31:40.229,24.606,1003.55,35.31
44,2025-04-09 15:31:40.366,24.637,1003.55,35.42
39,2025-04-09 15:31:40.431,24.637,1003.6,35.3
40,2025-04-09 15:31:40.559,24.69,532.41,35.42
45,2025-04-09 15:31:40.560,24.649,907.84,35.42
41,2025-04-09 15:31:40.719,-111.119,515.41,35.44
46,2025-04-09 15:31:40.721,-28.259,907.93,35.44
42,2025-04-09 15:31:40.920,-116.026,1277.24,35.45
47,2025-04-09 15:31:40.993,-28.259,1003.59,35.33
48,2025-04-09 15:31:41.232,24.611,518.49,35.44
43,2025-04-09 15:31:41.233,24.555,949.35,35.44
44,2025-04-09 15:31:41.389,24.615,1003.57,35.46
49,2025-04-09 15:31:41.432,24.661,1003.6,35.21
50,2025-04-09 15:31:41.561,-114.186,531.22,35.4
45,2025-04-09 15:31:41.562,-28.259,907.84,35.4
46,2025-04-09 15:31:41.740,24.642,1003.59,35.44
51,2025-04-09 15:31:41.831,24.678,1003.59,35.36
47,2025-04-09 15:31:41.994,-6.817,1003.57,35.43
52,2025-04-09 15:31:41.996,24.639,518.3,35.43
48,2025-04-09 15:31:42.159,24.663,1494.59,35.4
53,2025-04-09 15:31:42.230,24.663,1003.56,35.31
54,2025-04-09 15:31:42.323,24.646,1003.54,35.42
49,2025-04-09 15:31:42.393,24.702,1003.55,35.32
55,2025-04-09 15:31:42.597,24.596,529.25,35.45
50,2025-04-09 15:31:42.599,-127.28,949.34,35.45
51,2025-04-09 15:31:42.762,24.637,1003.55,35.43
56,2025-04-09 15:31:42.832,24.673,1003.57,35.32
52,2025-04-09 15:31:42.950,24.644,1003.59,35.39
57,2025-04-09 15:31:42.994,24.644,1003.59,35.21
58,2025-04-09 15:31:43.162,24.613,1144.86,35.45
53,2025-04-09 15:31:43.163,-122.16,1003.56,35.45
54,2025-04-09 15:31:43.321,-104.984,527.66,35.46
59,2025-04-09 15:31:43.322,-28.259,907.87,35.46
60,2025-04-09 15:31:43.560,24.608,1494.45,35.44
55,2025-04-09 15:31:43.633,24.608,1003.57,35.31
56,2025-04-09 15:31:43.724,-106.824,527.07,35.38
61,2025-04-09 15:31:43.724,-28.259,907.87,35.38
57,2025-04-09 15:31:43.963,-127.28,528.1,35.43
62,2025-04-09 15:31:43.965,-117.461,949.44,35.43
58,2025-04-09 15:31:44.194,24.642,1551.41,35.43
63,2025-04-09 15:31:44.197,24.683,1003.59,35.43
59,2025-04-09 15:31:44.361,24.615,1494.47,35.43
64,2025-04-09 15:31:44.364,-121.547,1003.61,35.43
65,2025-04-09 15:31:44.641,24.656,518.31,35.23
60,2025-04-09 15:31:44.642,-6.817,1003.61,35.23
66,2025-04-09 15:31:44.765,24.687,1250.75,35.43
61,2025-04-09 15:31:44.766,24.687,1003.61,35.43
67,2025-04-09 15:31:44.969,-130.134,515.98,35.45
62,2025-04-09 15:31:44.971,-28.259,907.92,35.45
63,2025-04-09 15:31:45.173,-117.866,527.66,35.46
68,2025-04-09 15:31:45.173,-28.259,907.87,35.46
64,2025-04-09 15:31:45.370,24.663,1128.41,35.44
69,2025-04-09 15:31:45.372,-109.278,1003.57,35.44
70,2025-04-09 15:31:45.606,24.651,542.65,35.47
65,2025-04-09 15:31:45.607,24.69,907.8,35.47
71,2025-04-09 15:31:45.768,24.69,1003.61,35.47
66,2025-04-09 15:31:45.772,24.673,1003.6,35.47
72,2025-04-09 15:31:45.971,-127.28,528.1,35.43
67,2025-04-09 15:31:45.973,-116.234,949.41,35.43
73,2025-04-09 15:31:46.204,24.683,1003.58,35.43
68,2025-04-09 15:31:46.211,24.639,1003.59,35.43
69,2025-04-09 15:31:46.325,-99.462,545.7,35.42
74,2025-04-09 15:31:46.327,-28.259,907.8,35.42
70,2025-04-09 15:31:46.571,24.587,1165.72,35.43
75,2025-04-09 15:31:46.572,-128.907,1003.6,35.43
71,2025-04-09 15:31:46.726,-111.119,534.21,35.47
76,2025-04-09 15:31:46.728,-28.259,907.92,35.47
77,2025-04-09 15:31:46.971,24.577,1166.12,35.46
72,2025-04-09 15:31:46.974,-131.36,1003.58,35.46
78,2025-04-09 15:31:47.170,24.642,1139.24,35.44
73,2025-04-09 15:31:47.172,-114.799,1003.58,35.44
79,2025-04-09 15:31:47.403,24.644,1003.62,35.45
74,2025-04-09 15:31:47.405,24.644,1003.62,35.45
75,2025-04-09 15:31:47.574,24.625,1150.07,35.46
80,2025-04-09 15:31:47.575,-119.093,1003.6,35.46
76,2025-04-09 15:31:47.767,24.683,537.21,35.45
81,2025-04-09 15:31:47.769,24.683,907.85,35.45
82,2025-04-09 15:31:47.972,-128.907,517.14,35.46
77,2025-04-09 15:31:47.973,-28.259,907.91,35.46
78,2025-04-09 15:31:48.207,-31.721,1003.61,35.24
83,2025-04-09 15:31:48.208,24.661,530.63,35.24
84,2025-04-09 15:31:48.365,-126.454,519.46,35.46
79,2025-04-09 15:31:48.369,-28.259,907.9,35.46
80,2025-04-09 15:31:48.570,24.606,1156.89,35.45
85,2025-04-09 15:31:48.572,-124.0,1003.59,35.45
81,2025-04-09 15:31:48.768,24.675,1240.19,35.45
86,2025-04-09 15:31:48.769,24.675,1003.56,35.45
82,2025-04-09 15:31:49.010,24.651,1276.51,35.24
87,2025-04-09 15:31:49.011,24.582,1003.58,35.24
83,2025-04-09 15:31:49.133,24.615,1003.57,35.44
88,2025-04-09 15:31:49.207,24.594,1003.58,35.33
84,2025-04-09 15:31:49.369,24.606,1003.58,35.42
89,2025-04-09 15:31:49.445,24.639,1003.62,35.34
90,2025-04-09 15:31:49.572,24.651,1494.56,35.44
85,2025-04-09 15:31:49.642,24.651,1003.6,35.35
91,2025-04-09 15:31:49.771,-127.28,527.87,35.45
86,2025-04-09 15:31:49.772,-116.234,949.36,35.45
92,2025-04-09 15:31:49.973,-105.597,539.62,35.47
87,2025-04-09 15:31:49.974,-28.259,907.83,35.47
88,2025-04-09 15:31:50.170,24.719,529.02,35.45
93,2025-04-09 15:31:50.171,-127.28,949.34,35.45
89,2025-04-09 15:31:50.370,24.699,528.26,35.44
94,2025-04-09 15:31:50.371,24.632,907.87,35.44
95,2025-04-09 15:31:50.571,24.651,1141.25,35.45
90,2025-04-09 15:31:50.573,-119.707,1003.56,35.45
96,2025-04-09 15:31:50.767,-6.817,1003.58,35.46
91,2025-04-09 15:31:50.769,24.637,518.56,35.46
97,2025-04-09 15:31:50.969,24.649,522.96,35.45
92,2025-04-09 15:31:50.976,-31.721,1003.56,35.45
93,2025-04-09 15:31:51.207,24.577,530.03,35.45
98,2025-04-09 15:31:51.208,24.639,907.85,35.45
94,2025-04-09 15:31:51.371,24.663,529.14,35.44
99,2025-04-09 15:31:51.373,-127.28,949.35,35.44
95,2025-04-09 15:31:51.571,24.627,1149.67,35.44
100,2025-04-09 15:31:51.573,-118.48,1003.6,35.44
101,2025-04-09 15:31:51.768,24.697,1551.37,35.45
96,2025-04-09 15:31:51.811,24.663,1003.62,35.23
97,2025-04-09 15:31:51.969,-31.722,1003.62,35.46
102,2025-04-09 15:31:51.971,24.695,528.85,35.46
103,2025-04-09 15:31:52.172,24.666,524.13,35.47
98,2025-04-09 15:31:52.174,24.615,907.88,35.47
99,2025-04-09 15:31:52.409,24.654,1003.56,35.44
104,2025-04-09 15:31:52.415,24.606,1003.56,35.44
105,2025-04-09 15:31:52.568,-6.817,1003.61,35.45
100,2025-04-09 15:31:52.570,24.678,518.37,35.45
101,2025-04-09 15:31:52.728,-102.529,542.65,35.41
106,2025-04-09 15:31:52.729,-28.259,907.82,35.41
107,2025-04-09 15:31:52.974,24.584,1156.89,35.44
102,2025-04-09 15:31:52.976,-129.521,1003.56,35.44
108,2025-04-09 15:31:53.171,-31.713,1003.55,35.44
103,2025-04-09 15:31:53.172,24.651,532.41,35.44
104,2025-04-09 15:31:53.327,-108.665,536.61,35.44
109,2025-04-09 15:31:53.328,-28.259,907.81,35.44
105,2025-04-09 15:31:53.528,-117.253,528.26,35.43
110,2025-04-09 15:31:53.529,-28.259,907.86,35.43
111,2025-04-09 15:31:53.772,24.562,1003.55,35.47
106,2025-04-09 15:31:53.851,24.606,1003.56,35.35
107,2025-04-09 15:31:54.012,24.618,527.89,35.43
112,2025-04-09 15:31:54.014,-127.28,949.32,35.43
113,2025-04-09 15:31:54.179,-108.665,536.61,35.45
108,2025-04-09 15:31:54.180,-28.259,907.82,35.45
109,2025-04-09 15:31:54.377,-105.597,539.62,35.46
114,2025-04-09 15:31:54.378,-28.259,907.81,35.46
110,2025-04-09 15:31:54.526,24.731,1003.59,35.44
115,2025-04-09 15:31:54.612,24.702,1003.61,35.35
111,2025-04-09 15:31:54.777,24.716,530.63,35.46
116,2025-04-09 15:31:54.778,24.642,907.84,35.46
117,2025-04-09 15:31:54.978,-119.093,526.48,35.42
112,2025-04-09 15:31:54.979,-28.259,907.86,35.42
118,2025-04-09 15:31:55.177,24.68,1114.78,35.46
113,2025-04-09 15:31:55.179,-104.984,1003.55,35.46
119,2025-04-09 15:31:55.373,-6.817,1003.55,35.48
114,2025-04-09 15:31:55.375,24.723,518.25,35.48
115,2025-04-09 15:31:55.577,24.642,1124.0,35.43
120,2025-04-09 15:31:55.580,-114.799,1003.52,35.43
121,2025-04-09 15:31:55.775,24.68,1003.54,35.44
116,2025-04-09 15:31:55.851,24.702,1003.55,35.34
117,2025-04-09 15:31:55.976,24.685,1003.55,35.43
122,2025-04-09 15:31:56.054,24.709,1003.55,35.35
118,2025-04-09 15:31:56.127,-93.326,551.86,35.35
123,2025-04-09 15:31:56.129,-28.259,907.75,35.35
119,2025-04-09 15:31:56.378,-122.774,522.96,35.45
124,2025-04-09 15:31:56.379,-28.259,907.87,35.45
120,2025-04-09 15:31:56.649,24.678,1216.64,35.48
125,2025-04-09 15:31:56.652,24.678,1003.6,35.48
121,2025-04-09 15:31:56.774,24.726,1222.3,35.43
126,2025-04-09 15:31:56.818,24.704,1003.57,35.24
127,2025-04-09 15:31:56.978,24.649,1123.6,35.45
122,2025-04-09 15:31:56.982,-112.959,1003.53,35.45
123,2025-04-09 15:31:57.129,-98.235,546.93,35.46
128,2025-04-09 15:31:57.133,-28.259,907.78,35.46
124,2025-04-09 15:31:57.379,-127.28,528.15,35.46
129,2025-04-09 15:31:57.380,-116.234,949.43,35.46
130,2025-04-09 15:31:57.578,24.668,1116.79,35.44
125,2025-04-09 15:31:57.580,-108.051,1003.53,35.44
131,2025-04-09 15:31:57.776,24.685,1003.55,35.43
126,2025-04-09 15:31:57.782,24.721,1003.52,35.43
127,2025-04-09 15:31:58.012,24.704,1225.32,35.47
132,2025-04-09 15:31:58.015,24.63,1003.54,35.47
128,2025-04-09 15:31:58.178,24.675,528.85,35.43
133,2025-04-09 15:31:58.180,24.635,907.84,35.43
134,2025-04-09 15:31:58.378,24.632,1132.02,35.46
129,2025-04-09 15:31:58.379,-117.253,1003.53,35.46
135,2025-04-09 15:31:58.616,-6.817,1003.54,35.24
130,2025-04-09 15:31:58.618,24.695,518.33,35.24
131,2025-04-09 15:31:58.729,-101.916,543.26,35.4
136,2025-04-09 15:31:58.730,-28.259,907.78,35.4
137,2025-04-09 15:31:58.979,24.587,1150.47,35.45
132,2025-04-09 15:31:58.980,-128.907,1003.53,35.45
138,2025-04-09 15:31:59.156,24.675,1003.54,35.42
133,2025-04-09 15:31:59.214,24.661,1003.58,35.22
134,2025-04-09 15:31:59.375,24.69,1003.53,35.43
139,2025-04-09 15:31:59.418,24.632,1003.59,35.2
135,2025-04-09 15:31:59.575,24.68,1551.27,35.43
140,2025-04-09 15:31:59.619,24.625,1003.56,35.21
136,2025-04-09 15:31:59.773,-6.817,1003.56,35.44
141,2025-04-09 15:31:59.776,24.656,518.53,35.44
137,2025-04-09 15:31:59.982,-127.28,528.06,35.45
142,2025-04-09 15:31:59.983,-116.234,949.37,35.45
138,2025-04-09 15:32:00.180,24.692,1116.79,35.45
143,2025-04-09 15:32:00.181,-104.984,1003.55,35.45
144,2025-04-09 15:32:00.383,-114.186,531.22,35.43
139,2025-04-09 15:32:00.384,-28.259,907.85,35.43
140,2025-04-09 15:32:00.531,-97.008,548.16,35.43
145,2025-04-09 15:32:00.533,-28.259,907.78,35.43
141,2025-04-09 15:32:00.778,24.606,1003.53,35.45
146,2025-04-09 15:32:00.854,24.639,1003.56,35.32
147,2025-04-09 15:32:00.977,24.673,1003.54,35.39
142,2025-04-09 15:32:01.057,24.692,1003.57,35.33
148,2025-04-09 15:32:01.180,24.692,1003.56,35.44
143,2025-04-09 15:32:01.256,24.711,1003.57,35.33
149,2025-04-09 15:32:01.383,24.709,1102.36,35.44
144,2025-04-09 15:32:01.385,-97.621,1003.54,35.44
145,2025-04-09 15:32:01.580,24.747,546.93,35.43
150,2025-04-09 15:32:01.588,-31.69,1003.55,35.43
146,2025-04-09 15:32:01.778,24.728,1003.54,35.42
151,2025-04-09 15:32:01.822,24.668,1003.51,35.2
147,2025-04-09 15:32:01.984,24.654,1118.79,35.44
152,2025-04-09 15:32:01.985,-111.732,1003.52,35.44
153,2025-04-09 15:32:02.182,24.699,1104.37,35.42
148,2025-04-09 15:32:02.185,-100.075,1003.54,35.42
154,2025-04-09 15:32:02.416,-6.817,1003.53,35.46
149,2025-04-09 15:32:02.417,24.692,518.11,35.46
150,2025-04-09 15:32:02.583,24.75,528.9,35.4
155,2025-04-09 15:32:02.585,-127.28,949.22,35.4
156,2025-04-09 15:32:02.819,24.646,542.05,35.43
151,2025-04-09 15:32:02.820,24.687,907.74,35.43
157,2025-04-09 15:32:02.980,24.697,1003.52,35.4
152,2025-04-09 15:32:03.056,24.723,1003.55,35.33
153,2025-04-09 15:32:03.185,-127.28,527.69,35.41
158,2025-04-09 15:32:03.188,-117.461,949.19,35.41
154,2025-04-09 15:32:03.385,-127.28,548.77,35.44
159,2025-04-09 15:32:03.386,-28.259,907.76,35.44
160,2025-04-09 15:32:03.537,24.762,1003.53,35.42
155,2025-04-09 15:32:03.621,24.721,1003.54,35.36
161,2025-04-09 15:32:03.785,-106.824,538.41,35.41
156,2025-04-09 15:32:03.786,-28.259,907.8,35.41
157,2025-04-09 15:32:04.024,24.731,1208.72,35.2
162,2025-04-09 15:32:04.025,24.711,1003.53,35.2
163,2025-04-09 15:32:04.181,24.723,518.34,35.44
158,2025-04-09 15:32:04.183,24.723,949.29,35.44
164,2025-04-09 15:32:04.332,24.671,1003.53,35.4
159,2025-04-09 15:32:04.423,24.613,1003.52,35.39
160,2025-04-09 15:32:04.533,-112.346,533.01,35.4
165,2025-04-09 15:32:04.534,-28.259,907.81,35.4
161,2025-04-09 15:32:04.787,-127.28,528.19,35.41
166,2025-04-09 15:32:04.789,-116.234,949.39,35.41
167,2025-04-09 15:32:05.025,24.673,1414.67,35.38
162,2025-04-09 15:32:05.028,24.704,1003.53,35.38
163,2025-04-09 15:32:05.186,24.709,1096.76,35.41
168,2025-04-09 15:32:05.188,-97.621,1003.52,35.41
169,2025-04-09 15:32:05.387,-96.394,548.77,35.4
164,2025-04-09 15:32:05.389,-28.259,907.75,35.4
170,2025-04-09 15:32:05.583,24.759,518.12,35.39
165,2025-04-09 15:32:05.585,24.759,949.22,35.39
166,2025-04-09 15:32:05.787,-127.28,528.05,35.42
171,2025-04-09 15:32:05.790,-116.234,949.32,35.42
172,2025-04-09 15:32:06.020,24.675,1094.35,35.42
167,2025-04-09 15:32:06.022,-94.553,1003.53,35.42
173,2025-04-09 15:32:06.187,24.702,1089.95,35.38
168,2025-04-09 15:32:06.188,-99.462,1003.48,35.38
169,2025-04-09 15:32:06.388,24.711,1003.52,35.38
174,2025-04-09 15:32:06.458,24.711,1003.53,35.26
170,2025-04-09 15:32:06.589,-127.28,527.66,35.41
175,2025-04-09 15:32:06.591,-117.461,949.19,35.41
176,2025-04-09 15:32:06.788,-92.713,552.48,35.39
171,2025-04-09 15:32:06.789,-28.259,907.72,35.39
172,2025-04-09 15:32:06.982,24.709,1003.53,35.4
177,2025-04-09 15:32:07.057,24.74,1003.54,35.3
173,2025-04-09 15:32:07.173,24.764,1003.53,35.38
178,2025-04-09 15:32:07.174,24.764,1003.54,35.38
174,2025-04-09 15:32:07.387,-116.64,528.85,35.41
179,2025-04-09 15:32:07.388,-28.259,907.82,35.41
180,2025-04-09 15:32:07.584,24.692,1003.51,35.38
175,2025-04-09 15:32:07.588,24.711,1003.52,35.38
176,2025-04-09 15:32:07.784,24.716,518.37,35.41
181,2025-04-09 15:32:07.827,-6.817,1003.52,35.19
182,2025-04-09 15:32:07.988,24.656,1114.78,35.42
177,2025-04-09 15:32:07.989,-111.119,1003.5,35.42
178,2025-04-09 15:32:08.135,-95.167,550.0,35.4
183,2025-04-09 15:32:08.136,-28.259,907.75,35.4
184,2025-04-09 15:32:08.334,24.707,1003.52,35.4
179,2025-04-09 15:32:08.423,24.625,1003.49,35.35
185,2025-04-09 15:32:08.591,24.637,1115.99,35.39
180,2025-04-09 15:32:08.595,-116.026,1003.48,35.39
181,2025-04-09 15:32:08.759,24.716,1003.5,35.39
186,2025-04-09 15:32:08.823,24.697,1003.5,35.24
187,2025-04-09 15:32:08.989,24.666,1105.17,35.39
182,2025-04-09 15:32:08.991,-108.665,1003.48,35.39
188,2025-04-09 15:32:09.187,24.704,1093.55,35.41
183,2025-04-09 15:32:09.189,-98.848,1003.5,35.41
189,2025-04-09 15:32:09.376,24.702,1003.51,35.39
184,2025-04-09 15:32:09.422,24.702,1003.51,35.17
190,2025-04-09 15:32:09.600,24.651,1003.46,35.37
185,2025-04-09 15:32:09.658,24.707,1003.51,35.19
186,2025-04-09 15:32:09.792,24.709,527.71,35.4
191,2025-04-09 15:32:09.793,-117.461,949.2,35.4
187,2025-04-09 15:32:09.988,-93.94,551.24,35.38
192,2025-04-09 15:32:09.991,-28.259,907.73,35.38
188,2025-04-09 15:32:10.189,-92.099,553.1,35.37
193,2025-04-09 15:32:10.191,-28.259,907.73,35.37
194,2025-04-09 15:32:10.377,24.711,548.16,35.4
189,2025-04-09 15:32:10.378,24.711,907.75,35.4
190,2025-04-09 15:32:10.587,24.69,1103.17,35.39
195,2025-04-09 15:32:10.589,-102.529,1003.51,35.39
196,2025-04-09 15:32:10.787,24.716,1089.55,35.39
191,2025-04-09 15:32:10.791,-95.78,1003.5,35.39
192,2025-04-09 15:32:10.989,24.762,551.86,35.38
197,2025-04-09 15:32:10.990,24.726,907.73,35.38
193,2025-04-09 15:32:11.188,-104.37,540.83,35.38
198,2025-04-09 15:32:11.190,-28.259,907.77,35.38
199,2025-04-09 15:32:11.383,24.719,1003.53,35.36
194,2025-04-09 15:32:11.385,24.735,1551.52,35.36
195,2025-04-09 15:32:11.588,24.68,1106.37,35.4
200,2025-04-09 15:32:11.591,-104.984,1003.51,35.4
201,2025-04-09 15:32:11.788,24.738,549.39,35.39
196,2025-04-09 15:32:11.789,24.716,907.76,35.39
202,2025-04-09 15:32:11.985,24.721,518.27,35.36
197,2025-04-09 15:32:11.987,24.721,949.27,35.36
198,2025-04-09 15:32:12.187,24.687,527.66,35.39
203,2025-04-09 15:32:12.188,24.63,907.84,35.39
199,2025-04-09 15:32:12.427,24.649,1003.56,35.17
204,2025-04-09 15:32:12.428,24.644,1551.33,35.17
205,2025-04-09 15:32:12.588,24.687,533.61,35.36
200,2025-04-09 15:32:12.589,24.687,907.81,35.36
201,2025-04-09 15:32:12.788,24.613,1134.03,35.38
206,2025-04-09 15:32:12.790,-122.16,1003.51,35.38
207,2025-04-09 15:32:12.989,-102.529,542.65,35.37
202,2025-04-09 15:32:12.990,-28.259,907.77,35.37
208,2025-04-09 15:32:13.187,24.735,1551.51,35.38
203,2025-04-09 15:32:13.231,24.714,1003.53,35.17
204,2025-04-09 15:32:13.390,-106.211,539.02,35.37
209,2025-04-09 15:32:13.392,-28.259,907.78,35.37
205,2025-04-09 15:32:13.662,24.735,1003.54,35.17
210,2025-04-09 15:32:13.663,24.733,1003.54,35.17
211,2025-04-09 15:32:13.788,24.716,1097.96,35.36
206,2025-04-09 15:32:13.790,-95.78,1003.54,35.36
207,2025-04-09 15:32:13.983,24.728,1003.53,35.4
212,2025-04-09 15:32:13.985,24.767,1551.54,35.4
208,2025-04-09 15:32:14.227,-6.817,1003.54,35.21
213,2025-04-09 15:32:14.228,24.75,518.26,35.21
209,2025-04-09 15:32:14.388,24.719,1108.77,35.4
214,2025-04-09 15:32:14.390,-107.438,1003.5,35.4
215,2025-04-09 15:32:14.627,24.666,1003.52,35.21
210,2025-04-09 15:32:14.628,24.695,1551.38,35.21
216,2025-04-09 15:32:14.786,24.695,1551.38,35.41
211,2025-04-09 15:32:14.788,24.695,1003.53,35.41
217,2025-04-09 15:32:14.989,-127.28,528.07,35.42
212,2025-04-09 15:32:14.991,-116.234,949.36,35.42
218,2025-04-09 15:32:15.187,24.704,545.09,35.44
213,2025-04-09 15:32:15.194,-31.692,1003.53,35.44
214,2025-04-09 15:32:15.424,24.646,546.93,35.44
219,2025-04-09 15:32:15.432,-31.691,1003.57,35.44
220,2025-04-09 15:32:15.589,24.716,1494.73,35.45
215,2025-04-09 15:32:15.663,24.716,1003.54,35.32
216,2025-04-09 15:32:15.740,-84.735,560.58,35.34
221,2025-04-09 15:32:15.742,-28.259,907.71,35.34
217,2025-04-09 15:32:15.941,-92.099,553.1,35.44
222,2025-04-09 15:32:15.942,-28.259,907.75,35.44
218,2025-04-09 15:32:16.154,24.646,1003.54,35.45
223,2025-04-09 15:32:16.223,24.577,1003.53,35.3
224,2025-04-09 15:32:16.388,24.651,518.46,35.43
219,2025-04-09 15:32:16.390,24.651,949.32,35.43
225,2025-04-09 15:32:16.593,24.611,1003.51,35.47
220,2025-04-09 15:32:16.663,24.611,1003.5,35.35
221,2025-04-09 15:32:16.791,24.687,1111.98,35.45
226,2025-04-09 15:32:16.794,-101.916,1003.55,35.45
222,2025-04-09 15:32:16.991,24.668,1003.53,35.48
227,2025-04-09 15:32:17.069,24.697,1003.55,35.41
223,2025-04-09 15:32:17.139,-93.94,551.24,35.33
228,2025-04-09 15:32:17.141,-28.259,907.75,35.33
224,2025-04-09 15:32:17.389,24.719,1003.51,35.51
229,2025-04-09 15:32:17.393,24.627,1003.52,35.51
230,2025-04-09 15:32:17.626,24.68,1003.53,35.5
225,2025-04-09 15:32:17.630,24.62,1003.52,35.5
226,2025-04-09 15:32:17.792,24.704,527.71,35.49
231,2025-04-09 15:32:17.793,-127.28,949.24,35.49
227,2025-04-09 15:32:17.992,24.673,1003.52,35.51
232,2025-04-09 15:32:18.063,24.673,1003.51,35.38
233,2025-04-09 15:32:18.188,24.731,1551.52,35.51
228,2025-04-09 15:32:18.189,24.731,1003.52,35.51
229,2025-04-09 15:32:18.392,24.637,1128.41,35.5
234,2025-04-09 15:32:18.396,-116.026,1003.53,35.5
230,2025-04-09 15:32:18.590,24.714,545.09,35.52
235,2025-04-09 15:32:18.592,24.714,907.79,35.52
231,2025-04-09 15:32:18.826,24.599,537.81,35.49
236,2025-04-09 15:32:18.828,24.699,907.82,35.49
237,2025-04-09 15:32:18.993,24.642,1124.0,35.47
232,2025-04-09 15:32:18.996,-114.799,1003.52,35.47
