Sample Number,Timestamp,Temperature (°C),Pressure (hPa),Humidity (%)
233,2025-04-09 15:32:19.215,24.687,1003.53,35.5
238,2025-04-09 15:32:19.265,24.721,1003.55,35.26
234,2025-04-09 15:32:19.392,24.755,550.0,35.5
239,2025-04-09 15:32:19.393,24.755,907.76,35.5
240,2025-04-09 15:32:19.590,24.719,1238.42,35.49
235,2025-04-09 15:32:19.593,24.719,1003.54,35.49
241,2025-04-09 15:32:19.782,24.644,1003.53,35.49
236,2025-04-09 15:32:19.828,24.608,1003.54,35.26
237,2025-04-09 15:32:19.993,24.637,1122.4,35.51
242,2025-04-09 15:32:19.996,-116.026,1003.5,35.51
243,2025-04-09 15:32:20.143,24.716,1199.07,35.5
238,2025-04-09 15:32:20.189,24.716,1003.55,35.27
239,2025-04-09 15:32:20.392,24.63,1003.51,35.51
244,2025-04-09 15:32:20.397,24.704,1003.5,35.51
245,2025-04-09 15:32:20.575,24.659,1003.54,35.48
240,2025-04-09 15:32:20.579,24.659,1003.51,35.48
246,2025-04-09 15:32:20.796,-122.16,523.54,35.47
241,2025-04-09 15:32:20.798,-28.259,907.85,35.47
247,2025-04-09 15:32:20.995,24.695,1003.53,35.49
242,2025-04-09 15:32:20.996,24.695,1003.51,35.49
243,2025-04-09 15:32:21.180,24.716,1003.54,35.44
248,2025-04-09 15:32:21.228,24.663,1003.55,35.26
244,2025-04-09 15:32:21.343,-100.075,545.09,35.48
249,2025-04-09 15:32:21.344,-28.259,907.78,35.48
245,2025-04-09 15:32:21.543,24.671,1494.61,35.45
250,2025-04-09 15:32:21.591,24.671,1003.55,35.22
246,2025-04-09 15:32:21.835,24.599,1003.54,35.25
251,2025-04-09 15:32:21.836,24.623,1255.01,35.25
252,2025-04-09 15:32:21.994,24.639,528.03,35.44
247,2025-04-09 15:32:21.996,-127.28,949.34,35.44
253,2025-04-09 15:32:22.143,24.663,1003.52,35.44
248,2025-04-09 15:32:22.230,24.644,1003.54,35.37
254,2025-04-09 15:32:22.343,24.68,1003.54,35.41
249,2025-04-09 15:32:22.431,24.651,1003.55,35.35
255,2025-04-09 15:32:22.595,-111.732,533.61,35.41
250,2025-04-09 15:32:22.596,-28.259,907.82,35.41
256,2025-04-09 15:32:22.832,24.683,1088.35,35.41
251,2025-04-09 15:32:22.834,-92.099,1003.52,35.41
257,2025-04-09 15:32:22.997,-94.553,550.62,35.39
252,2025-04-09 15:32:22.998,-28.259,907.77,35.39
258,2025-04-09 15:32:23.235,-31.684,1003.55,35.17
253,2025-04-09 15:32:23.237,24.762,552.48,35.17
254,2025-04-09 15:32:23.434,24.745,1218.78,35.16
259,2025-04-09 15:32:23.436,24.697,1003.55,35.16
255,2025-04-09 15:32:23.547,-96.394,548.77,35.39
260,2025-04-09 15:32:23.548,-28.259,907.76,35.39
261,2025-04-09 15:32:23.833,24.627,1003.54,35.16
256,2025-04-09 15:32:23.834,24.683,1238.82,35.16
257,2025-04-09 15:32:23.997,24.651,1003.54,35.37
262,2025-04-09 15:32:24.065,24.651,1003.53,35.24
258,2025-04-09 15:32:24.171,24.723,1003.54,35.35
263,2025-04-09 15:32:24.172,24.723,1003.55,35.35
264,2025-04-09 15:32:24.373,24.714,1003.54,35.36
259,2025-04-09 15:32:24.380,24.714,1003.52,35.36
260,2025-04-09 15:32:24.595,24.637,528.12,35.36
265,2025-04-09 15:32:24.597,-127.28,949.35,35.36
266,2025-04-09 15:32:24.830,24.613,518.27,35.33
261,2025-04-09 15:32:24.831,24.613,949.24,35.33
267,2025-04-09 15:32:25.039,-6.817,1003.52,35.13
262,2025-04-09 15:32:25.040,24.687,518.43,35.13
268,2025-04-09 15:32:25.195,24.687,536.01,35.32
263,2025-04-09 15:32:25.196,24.663,907.82,35.32
269,2025-04-09 15:32:25.344,24.68,1003.55,35.32
264,2025-04-09 15:32:25.429,24.671,1003.59,35.25
265,2025-04-09 15:32:25.596,24.709,534.81,35.33
270,2025-04-09 15:32:25.598,24.659,907.81,35.33
266,2025-04-09 15:32:25.834,24.642,528.94,35.3
271,2025-04-09 15:32:25.835,-127.28,949.24,35.3
267,2025-04-09 15:32:26.032,24.692,554.96,35.31
272,2025-04-09 15:32:26.034,24.738,907.73,35.31
273,2025-04-09 15:32:26.271,24.755,1003.56,35.11
268,2025-04-09 15:32:26.272,24.723,1189.51,35.11
274,2025-04-09 15:32:26.399,24.743,1003.56,35.28
269,2025-04-09 15:32:26.470,24.743,1003.55,35.19
270,2025-04-09 15:32:26.601,24.74,1091.15,35.29
275,2025-04-09 15:32:26.602,-89.644,1003.55,35.29
276,2025-04-09 15:32:26.797,24.786,1003.55,35.29
271,2025-04-09 15:32:26.798,24.786,647.24,35.29
272,2025-04-09 15:32:26.957,24.659,1494.58,35.29
277,2025-04-09 15:32:27.071,24.659,1003.54,35.32
273,2025-04-09 15:32:27.200,24.714,1100.36,35.32
278,2025-04-09 15:32:27.201,-96.394,1003.54,35.32
279,2025-04-09 15:32:27.397,24.733,1003.56,35.32
274,2025-04-09 15:32:27.472,24.75,1003.56,35.24
275,2025-04-09 15:32:27.549,-79.826,565.63,35.22
280,2025-04-09 15:32:27.551,-28.259,907.7,35.22
281,2025-04-09 15:32:27.802,-109.278,536.01,35.33
276,2025-04-09 15:32:27.803,-28.259,907.81,35.33
277,2025-04-09 15:32:27.948,-91.485,553.72,35.32
282,2025-04-09 15:32:27.949,-28.259,907.76,35.32
278,2025-04-09 15:32:28.197,24.719,1231.38,35.37
283,2025-04-09 15:32:28.199,24.719,1003.5,35.37
279,2025-04-09 15:32:28.401,-127.28,528.1,35.38
284,2025-04-09 15:32:28.404,-117.461,949.32,35.38
285,2025-04-09 15:32:28.596,24.702,1003.5,35.37
280,2025-04-09 15:32:28.599,24.702,1003.5,35.37
286,2025-04-09 15:32:28.799,24.637,1003.51,35.37
281,2025-04-09 15:32:28.875,24.671,1003.55,35.25
282,2025-04-09 15:32:29.041,24.719,1003.56,35.13
287,2025-04-09 15:32:29.042,24.707,1003.56,35.13
288,2025-04-09 15:32:29.242,24.687,1003.55,35.17
283,2025-04-09 15:32:29.243,24.733,1213.05,35.17
289,2025-04-09 15:32:29.403,24.675,1115.19,35.37
284,2025-04-09 15:32:29.405,-106.211,1003.54,35.37
285,2025-04-09 15:32:29.603,-127.28,527.66,35.36
290,2025-04-09 15:32:29.605,-117.461,949.2,35.36
286,2025-04-09 15:32:29.747,24.769,1003.56,35.4
291,2025-04-09 15:32:29.839,24.745,1003.57,35.32
287,2025-04-09 15:32:29.949,-85.349,559.96,35.34
292,2025-04-09 15:32:29.950,-28.259,907.73,35.34
293,2025-04-09 15:32:30.279,-6.817,1003.55,35.18
288,2025-04-09 15:32:30.280,24.606,518.28,35.18
294,2025-04-09 15:32:30.410,-99.462,545.7,35.38
289,2025-04-09 15:32:30.412,-28.259,907.76,35.38
295,2025-04-09 15:32:30.608,24.735,1089.55,35.41
290,2025-04-09 15:32:30.610,-90.871,1003.54,35.41
296,2025-04-09 15:32:30.842,24.774,1183.38,35.41
291,2025-04-09 15:32:30.844,24.738,1003.53,35.41
292,2025-04-09 15:32:30.949,-84.121,561.21,35.38
297,2025-04-09 15:32:30.949,-28.259,907.7,35.38
298,2025-04-09 15:32:31.245,24.646,1003.55,35.2
293,2025-04-09 15:32:31.246,24.707,1551.33,35.2
294,2025-04-09 15:32:31.406,24.671,1003.54,35.41
299,2025-04-09 15:32:31.482,24.702,1003.55,35.31
300,2025-04-09 15:32:31.551,24.733,1003.55,35.26
295,2025-04-09 15:32:31.604,24.733,1003.54,35.18
296,2025-04-09 15:32:31.809,24.615,1003.55,35.39
297,2025-04-09 15:32:32.007,24.594,1003.54,35.4
298,2025-04-09 15:32:32.207,24.575,1003.54,35.41
299,2025-04-09 15:32:32.407,24.575,1003.55,35.37
300,2025-04-09 15:32:32.609,24.577,1003.52,35.41
